city,crime,value
1281,Alcobaça,Crimes contra animais de companhia,8
1282,Caldas da Rainha,Crimes contra animais de companhia,8
1284,Benavente,Crimes de homicídio voluntário consumado,0
1285,Fronteira,Crimes de homicídio voluntário consumado,0
1286,Nisa,Crimes de homicídio voluntário consumado,0
1287,Alentejo Central,Crimes de homicídio voluntário consumado,0
1288,Mora,Crimes de homicídio voluntário consumado,0
1290,Lajes do Pico,Crimes de homicídio voluntário consumado,0
1291,Nordeste,Crimes de homicídio voluntário consumado,0
1292,Ponta Delgada,Crimes de homicídio voluntário consumado,0
1293,São Roque do Pico,Crimes de homicídio voluntário consumado,0
1294,Velas,Crimes de homicídio voluntário consumado,0
1295,Porto Moniz,Crimes de homicídio voluntário consumado,0
1296,Ribeira Brava,Crimes de homicídio voluntário consumado,0
1297,Arcos de Valdevez,Crimes contra a integridade física,114
1298,Paredes de Coura,Crimes contra a integridade física,42
1299,Viana do Castelo,Crimes contra a integridade física,430
1300,Corvo,Roubo por esticão e na via pública,0
1301,Melgaço,Furto de veículo e em veículo motorizado,15
1302,Vila Nova de Famalicão,Furto de veículo e em veículo motorizado,273
1303,Espinho,Furto de veículo e em veículo motorizado,93
1304,Gondomar,Furto de veículo e em veículo motorizado,409
1305,Vale de Cambra,Furto de veículo e em veículo motorizado,20
1306,Oliveira do Bairro,Crimes contra animais de companhia,0
1307,Ovar,Crimes contra animais de companhia,8
1308,Cantanhede,Crimes contra animais de companhia,10
1309,Condeixa-a-Nova,Crimes contra animais de companhia,3
1310,Oliveira do Hospital,Crimes contra animais de companhia,0
1311,Castanheira de Pêra,Crimes contra animais de companhia,0
1312,Santa Comba Dão,Crimes contra animais de companhia,5
1313,Vila Velha de Ródão,Crimes contra animais de companhia,0
1314,Médio Tejo,Crimes contra animais de companhia,58
1315,Entroncamento,Crimes contra animais de companhia,10
1316,Ourém,Crimes contra animais de companhia,6
1317,Fornos de Algodres,Crimes contra animais de companhia,0
1318,Gouveia,Crimes contra animais de companhia,3
1320,Amadora,Crimes contra animais de companhia,33
1321,Setúbal,Crimes contra animais de companhia,31
1322,Sintra,Crimes contra animais de companhia,57
1323,Alentejo,Crimes contra animais de companhia,232
1324,Alcácer do Sal,Crimes contra animais de companhia,5
1325,Odemira,Crimes contra animais de companhia,4
1326,Póvoa de Lanhoso,Crimes contra a integridade física,119
1327,Vila Nova de Famalicão,Crimes contra a integridade física,494
1328,Vila do Conde,Crimes contra a integridade física,337
1329,Amarante,Crimes contra a integridade física,223
1330,Baião,Crimes contra a integridade física,79
1331,Castelo de Paiva,Crimes contra a integridade física,85
1332,Pampilhosa da Serra,Crimes previstos em legislação avulsa,0
1333,Alvaiázere,Crimes previstos em legislação avulsa,0
1334,Pombal,Crimes previstos em legislação avulsa,60
1335,Viseu,Crimes previstos em legislação avulsa,167
1336,Vouzela,Crimes previstos em legislação avulsa,0
1337,Beira Baixa,Crimes previstos em legislação avulsa,195
1338,Ourém,Crimes previstos em legislação avulsa,56
1339,Celorico da Beira,Crimes previstos em legislação avulsa,12
1340,Mêda,Crimes previstos em legislação avulsa,5
1341,Amadora,Crimes previstos em legislação avulsa,875
1342,Lisboa,Crimes previstos em legislação avulsa,4339
1343,Vila Franca de Xira,Crimes previstos em legislação avulsa,356
1344,Alcácer do Sal,Crimes previstos em legislação avulsa,12
1345,Ourique,Crimes previstos em legislação avulsa,20
1346,Alto Tâmega,Ofensa à integridade física voluntária simples,163
1347,Montalegre,Ofensa à integridade física voluntária simples,27
1348,Valpaços,Ofensa à integridade física voluntária simples,29
1349,Marco de Canaveses,Ofensa à integridade física voluntária simples,100
1350,Freixo de Espada à Cinta,Ofensa à integridade física voluntária simples,5
1351,Tarouca,Ofensa à integridade física voluntária simples,13
1352,Macedo de Cavaleiros,Ofensa à integridade física voluntária simples,31
1353,Alcobaça,Ofensa à integridade física voluntária simples,76
1354,Peniche,Ofensa à integridade física voluntária simples,93
1355,Sobral de Monte Agraço,Ofensa à integridade física voluntária simples,30
1356,Celorico da Beira,Violência doméstica contra cônjuge ou análogos,38
1357,Guarda,Violência doméstica contra cônjuge ou análogos,78
1358,Pinhel,Violência doméstica contra cônjuge ou análogos,19
1360,Lisboa,Violência doméstica contra cônjuge ou análogos,1703
1361,Montijo,Violência doméstica contra cônjuge ou análogos,167
1362,Sintra,Violência doméstica contra cônjuge ou análogos,1251
1363,Ourique,Violência doméstica contra cônjuge ou análogos,7
1364,Vidigueira,Violência doméstica contra cônjuge ou análogos,13
1365,Rio Maior,Violência doméstica contra cônjuge ou análogos,38
1366,Silves,Crimes contra a vida em sociedade,103
1367,Santa Cruz da Graciosa,Crimes contra a vida em sociedade,14
1368,São Roque do Pico,Crimes contra a vida em sociedade,10
1369,Velas,Crimes contra a vida em sociedade,22
1370,Vila do Porto,Crimes contra a vida em sociedade,9
1371,Caminha,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",73
1372,Ponte da Barca,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",21
1373,Ponte de Lima,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",36
1374,Póvoa de Lanhoso,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",44
1375,Vizela,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",43
1376,Gondomar,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",125
1377,Porto,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",417
1378,Boticas,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",6
1379,Valpaços,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",31
1380,Tâmega e Sousa,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",883
1381,Celorico de Basto,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",16
1382,Cinfães,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",60
1383,Carrazeda de Ansiães,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",6
1384,Góis,Ofensa à integridade física voluntária simples,9
1385,Penacova,Ofensa à integridade física voluntária simples,16
1386,Penela,Ofensa à integridade física voluntária simples,5
1387,Alvaiázere,Ofensa à integridade física voluntária simples,6
1388,Castro Daire,Ofensa à integridade física voluntária simples,20
1389,Óbidos,Crimes contra a identidade cultural e integridade pessoal,0
1391,Oliveira do Bairro,Crimes contra a identidade cultural e integridade pessoal,0
1392,Coimbra,Crimes contra a identidade cultural e integridade pessoal,7
1393,Condeixa-a-Nova,Crimes contra a identidade cultural e integridade pessoal,0
1394,Tábua,Crimes contra a identidade cultural e integridade pessoal,0
1395,Maia,Crimes contra a identidade cultural e integridade pessoal,0
1396,Vila do Conde,Crimes contra a identidade cultural e integridade pessoal,0
1397,Lousada,Crimes contra a identidade cultural e integridade pessoal,0
1398,Tarouca,Crimes contra a identidade cultural e integridade pessoal,0
1400,Alenquer,Crimes contra a identidade cultural e integridade pessoal,0
1401,Campo Maior,Crimes previstos em legislação avulsa,24
1402,Monforte,Crimes previstos em legislação avulsa,0
1403,Reguengos de Monsaraz,Crimes previstos em legislação avulsa,25
1404,Aljezur,Crimes previstos em legislação avulsa,30
1405,Castro Marim,Crimes previstos em legislação avulsa,0
1406,Tavira,Crimes previstos em legislação avulsa,54
1407,Vila do Bispo,Crimes previstos em legislação avulsa,29
1408,Calheta,Crimes previstos em legislação avulsa,0
1409,Lajes das Flores,Crimes previstos em legislação avulsa,0
1410,Peso da Régua,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",10
1428,Vendas Novas,Violência doméstica contra cônjuge ou análogos,42
1429,Vila Viçosa,Violência doméstica contra cônjuge ou análogos,19
1430,Faro,Violência doméstica contra cônjuge ou análogos,210
1431,São Brás de Alportel,Violência doméstica contra cônjuge ou análogos,24
1432,Tavira,Violência doméstica contra cônjuge ou análogos,49
1434,Ponta do Sol,Violência doméstica contra cônjuge ou análogos,8
1435,Santa Cruz,Violência doméstica contra cônjuge ou análogos,47
1436,Alto Minho,Crimes contra o património,3039
1437,Melgaço,Crimes contra o património,111
1438,Ponte da Barca,Crimes contra o património,138
1439,Terras de Bouro,Crimes contra o património,49
1440,Porto Santo,Crimes previstos em legislação avulsa,19
1441,Alto Minho,Condução sem habilitação legal,236
1442,Ponte da Barca,Condução sem habilitação legal,3
1443,Alter do Chão,Crimes previstos em legislação avulsa,8
1444,Braga,Condução sem habilitação legal,103
1445,Cabeceiras de Basto,Condução sem habilitação legal,0
1446,Guimarães,Condução sem habilitação legal,75
1447,Vieira do Minho,Condução sem habilitação legal,7
1448,Vizela,Condução sem habilitação legal,19
1449,Idanha-a-Nova,Ofensa à integridade física voluntária simples,14
1450,Oleiros,Ofensa à integridade física voluntária simples,0
1451,Moita,Ofensa à integridade física voluntária simples,149
1452,Seixal,Ofensa à integridade física voluntária simples,279
1453,Setúbal,Ofensa à integridade física voluntária simples,273
1454,Vila Franca de Xira,Ofensa à integridade física voluntária simples,234
1455,Barrancos,Ofensa à integridade física voluntária simples,7
1456,Santarém,Ofensa à integridade física voluntária simples,132
1457,Campo Maior,Ofensa à integridade física voluntária simples,35
1458,Oliveira de Frades,Crimes contra a identidade cultural e integridade pessoal,0
1459,Constância,Crimes contra a identidade cultural e integridade pessoal,0
1460,Vizela,Crimes contra o património,177
1461,Vila do Conde,Crimes contra o património,1014
1462,Alto Tâmega,Crimes contra o património,790
1463,Montalegre,Crimes contra o património,93
1464,Santa Marta de Penaguião,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",3
1465,Tarouca,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",22
1466,Vila Nova de Foz Côa,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",16
1467,Miranda do Douro,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",5
1468,Mirandela,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",30
1469,Oeste,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",703
1470,Mealhada,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",69
1471,Tábua,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",10
1472,Castro Daire,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",44
1473,Mangualde,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",45
1474,Tondela,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",63
1475,Viseu,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",348
1476,Beira Baixa,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",319
1477,Abrantes,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",65
1482,Alto Minho,Crimes contra as pessoas,1910
1483,Terras de Bouro,Crimes contra as pessoas,63
1484,Matosinhos,Crimes contra as pessoas,1316
1485,Vila Pouca de Aguiar,Crimes contra as pessoas,64
1486,Fundão,Crimes contra a identidade cultural e integridade pessoal,0
1487,Sabugal,Crimes contra a identidade cultural e integridade pessoal,0
1488,Grândola,Crimes contra a identidade cultural e integridade pessoal,0
1489,Santiago do Cacém,Crimes contra a identidade cultural e integridade pessoal,0
1490,Alvito,Crimes contra a identidade cultural e integridade pessoal,0
1491,Barrancos,Crimes contra a identidade cultural e integridade pessoal,0
1492,Ourique,Crimes contra a identidade cultural e integridade pessoal,0
1493,Almeirim,Crimes contra a identidade cultural e integridade pessoal,0
1494,Alpiarça,Crimes contra a identidade cultural e integridade pessoal,0
1495,Azambuja,Crimes contra a identidade cultural e integridade pessoal,0
1496,Benavente,Crimes contra a identidade cultural e integridade pessoal,0
1497,Chamusca,Crimes contra a identidade cultural e integridade pessoal,0
1498,Coruche,Crimes contra a identidade cultural e integridade pessoal,0
1499,Campo Maior,Crimes contra a identidade cultural e integridade pessoal,0
1500,Sousel,Crimes contra a identidade cultural e integridade pessoal,0
1501,Alentejo Central,Crimes contra a identidade cultural e integridade pessoal,0
1502,Borba,Crimes contra a identidade cultural e integridade pessoal,0
1503,São João da Madeira,Condução sem habilitação legal,24
1504,Vila Nova de Gaia,Condução sem habilitação legal,472
1505,Lamego,Condução sem habilitação legal,7
1506,Moimenta da Beira,Condução sem habilitação legal,6
1507,Tarouca,Condução sem habilitação legal,10
1508,Arruda dos Vinhos,Condução sem habilitação legal,5
1509,Cadaval,Condução sem habilitação legal,4
1510,Nazaré,Condução sem habilitação legal,62
1511,Ílhavo,Condução sem habilitação legal,26
1512,Vagos,Condução sem habilitação legal,18
1514,Ansião,Condução sem habilitação legal,0
1515,Batalha,Condução sem habilitação legal,26
1516,Marinha Grande,Condução sem habilitação legal,89
1517,Castelo de Paiva,Crimes contra as pessoas,129
1518,Celorico de Basto,Crimes contra as pessoas,113
1519,Lousada,Crimes contra as pessoas,292
1520,Alijó,Crimes contra as pessoas,90
1521,Lamego,Crimes contra as pessoas,159
1522,Lourinhã,Crimes contra as pessoas,250
1523,Sobral de Monte Agraço,Crimes contra as pessoas,117
1524,Tâmega e Sousa,Crimes contra o património,3271
1525,Amarante,Crimes contra o património,356
1526,Armamar,Crimes contra o património,38
1527,São João da Pesqueira,Crimes contra o património,84
1528,Miranda do Douro,Crimes contra o património,68
1529,Vimioso,Crimes contra o património,56
1531,Anadia,Crimes contra o património,343
1532,Sever do Vouga,Crimes contra o património,135
1533,Coimbra,Crimes contra o património,1745
1534,Alvaiázere,Crimes contra o património,89
1535,Vouzela,Crimes contra o património,140
1536,Oleiros,Crimes contra o património,57
1537,Vila Velha de Ródão,Crimes contra o património,45
1538,Médio Tejo,Crimes contra o património,3108
1539,Gouveia,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",23
1540,Guarda,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",100
1541,Pinhel,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",30
1543,Almada,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",191
1544,Palmela,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",90
1545,Lajes das Flores,Ofensa à integridade física voluntária simples,0
1546,Povoação,Ofensa à integridade física voluntária simples,14
1548,Câmara de Lobos,Ofensa à integridade física voluntária simples,73
1549,Machico,Ofensa à integridade física voluntária simples,60
1550,Ponta do Sol,Ofensa à integridade física voluntária simples,21
1551,Santa Cruz,Ofensa à integridade física voluntária simples,67
1553,Paredes de Coura,Violência doméstica contra cônjuge ou análogos,13
1554,Braga,Violência doméstica contra cônjuge ou análogos,359
1555,Terras de Bouro,Violência doméstica contra cônjuge ou análogos,18
1556,Ave,Violência doméstica contra cônjuge ou análogos,821
1557,Fafe,Violência doméstica contra cônjuge ou análogos,96
1558,Vieira do Minho,Violência doméstica contra cônjuge ou análogos,21
1559,Gondomar,Violência doméstica contra cônjuge ou análogos,323
1560,Vila Nova de Gaia,Violência doméstica contra cônjuge ou análogos,679
1561,Lagos,Crimes contra a identidade cultural e integridade pessoal,3
1562,Loulé,Crimes contra a identidade cultural e integridade pessoal,0
1563,Portimão,Crimes contra a identidade cultural e integridade pessoal,0
1565,Nordeste,Crimes contra a identidade cultural e integridade pessoal,0
1566,São Roque do Pico,Crimes contra a identidade cultural e integridade pessoal,0
1567,Ponta do Sol,Crimes contra a identidade cultural e integridade pessoal,0
1568,Santana,Crimes contra a identidade cultural e integridade pessoal,0
1569,Cávado,Crimes contra a vida em sociedade,1286
1570,Braga,Crimes contra a vida em sociedade,551
1571,Vila Verde,Crimes contra a vida em sociedade,259
1572,Cabeceiras de Basto,Crimes contra a vida em sociedade,93
1573,Fafe,Crimes contra a vida em sociedade,272
1575,Gondomar,Crimes contra a vida em sociedade,314
1576,Porto,Crimes contra a vida em sociedade,885
1577,São João da Madeira,Crimes contra a vida em sociedade,65
1578,Trofa,Crimes contra a vida em sociedade,138
1579,Moura,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",30
1581,Oliveira do Bairro,Crimes contra o património,372
1582,Cantanhede,Crimes contra o património,585
1583,Miranda do Corvo,Crimes contra o património,57
1585,Viseu Dão Lafões,Crimes contra o património,2942
1586,Mangualde,Crimes contra o património,231
1587,Penalva do Castelo,Crimes contra o património,50
1588,São Pedro do Sul,Crimes contra o património,159
1589,Beira Baixa,Crimes contra o património,1340
1590,Celorico da Beira,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",26
1591,Covilhã,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",103
1592,Fundão,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",87
1593,Alcochete,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",35
1594,Alcácer do Sal,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",28
1595,Aljustrel,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",19
1596,Almodôvar,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",6
1597,Lagoa,Ofensa à integridade física voluntária simples,84
1598,Olhão,Ofensa à integridade física voluntária simples,127
1599,Angra do Heroísmo,Ofensa à integridade física voluntária simples,85
1600,Velas,Ofensa à integridade física voluntária simples,23
1601,Ponte de Lima,Violência doméstica contra cônjuge ou análogos,93
1602,Póvoa de Lanhoso,Violência doméstica contra cônjuge ou análogos,63
1603,Póvoa de Varzim,Violência doméstica contra cônjuge ou análogos,136
1604,Redondo,Crimes contra a identidade cultural e integridade pessoal,0
1605,Vendas Novas,Crimes contra a identidade cultural e integridade pessoal,0
1606,Vila Viçosa,Crimes contra a identidade cultural e integridade pessoal,0
1607,Algarve,Crimes contra a identidade cultural e integridade pessoal,19
1608,Castro Marim,Crimes contra a identidade cultural e integridade pessoal,0
1609,Faro,Crimes contra a identidade cultural e integridade pessoal,8
1610,Tavira,Crimes contra a identidade cultural e integridade pessoal,0
1611,Povoação,Crimes contra a identidade cultural e integridade pessoal,0
1612,Ribeira Grande,Crimes contra a identidade cultural e integridade pessoal,0
1613,Vila Franca do Campo,Crimes contra a identidade cultural e integridade pessoal,0
1615,Machico,Crimes contra a identidade cultural e integridade pessoal,0
1616,Amares,Crimes contra a vida em sociedade,81
1617,Esposende,Crimes contra a vida em sociedade,89
1618,Paredes,Crimes contra a vida em sociedade,411
1619,Vale de Cambra,Crimes contra a vida em sociedade,122
1620,Valongo,Crimes contra a vida em sociedade,183
1621,Boticas,Crimes contra a vida em sociedade,62
1622,Chaves,Crimes contra a vida em sociedade,255
1623,Beja,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",101
1624,Santarém,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",77
1625,Crato,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",6
1626,Elvas,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",68
1627,Redondo,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",22
1628,Reguengos de Monsaraz,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",26
1629,Algarve,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",1336
1630,Coimbra,Crimes contra as pessoas,1026
1631,Miranda do Corvo,Crimes contra as pessoas,66
1632,Mortágua,Crimes contra as pessoas,56
1633,Batalha,Crimes contra as pessoas,133
1634,Oliveira de Frades,Crimes contra as pessoas,77
1635,Vouzela,Crimes contra as pessoas,76
1636,Oleiros,Crimes contra as pessoas,22
1637,Mação,Crimes contra as pessoas,56
1638,Manteigas,Crimes contra as pessoas,27
1639,Montijo,Crimes contra as pessoas,556
1641,Constância,Crimes contra o património,54
1642,Entroncamento,Crimes contra o património,308
1643,Sertã,Crimes contra o património,210
1644,Tomar,Crimes contra o património,537
1645,Vila de Rei,Crimes contra o património,44
1646,Celorico da Beira,Crimes contra o património,77
1647,Fornos de Algodres,Crimes contra o património,35
1648,Guarda,Crimes contra o património,446
1649,Torres Novas,Condução sem habilitação legal,55
1650,Vila de Rei,Condução sem habilitação legal,0
1651,Beiras e Serra da Estrela,Condução sem habilitação legal,0
1652,Covilhã,Condução sem habilitação legal,42
1653,Fornos de Algodres,Condução sem habilitação legal,4
1654,Sabugal,Condução sem habilitação legal,6
1655,Odivelas,Condução sem habilitação legal,125
1656,Santiago do Cacém,Condução sem habilitação legal,44
1657,Almodôvar,Condução sem habilitação legal,4
1658,Castro Verde,Condução sem habilitação legal,10
1659,Serpa,Condução sem habilitação legal,15
1660,Vidigueira,Condução sem habilitação legal,6
1661,Alpiarça,Condução sem habilitação legal,25
1662,Cartaxo,Condução sem habilitação legal,21
1663,Monforte,Condução sem habilitação legal,16
1664,Alentejo Central,Condução sem habilitação legal,197
1665,Almada,Crimes contra o património,3967
1666,Barreiro,Crimes contra o património,1507
1667,Lisboa,Crimes contra o património,18631
1668,Mafra,Crimes contra o património,1305
1669,Vila Franca de Xira,Crimes contra o património,1602
1670,Alentejo,Crimes contra o património,11325
1671,Baixo Alentejo,Crimes contra o património,1704
1672,Alvito,Crimes contra o património,42
1673,Barrancos,Crimes contra o património,32
1674,Beja,Crimes contra o património,543
1675,Alpiarça,Crimes contra o património,102
1676,Salvaterra de Magos,Crimes contra o património,352
1677,Santarém,Crimes contra o património,983
1678,Avis,Crimes contra o património,133
1679,Portalegre,Crimes contra o património,251
1680,Arraiolos,Crimes contra o património,88
1681,Évora,Crimes contra o património,606
1682,Lagoa,Crimes contra o património,628
1683,Madalena,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",6
1684,Ribeira Grande,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",42
1685,Vila do Porto,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",8
1686,Funchal,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",552
1687,Ribeira Brava,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",37
1688,Caminha,Crimes contra o Estado,0
1689,Monção,Crimes contra o Estado,5
1690,Ave,Crimes contra o Estado,126
1691,Vieira do Minho,Crimes contra o Estado,0
1692,Oliveira de Azeméis,Crimes contra o Estado,40
1693,Santo Tirso,Crimes contra o Estado,24
1694,Trofa,Crimes contra o Estado,24
1695,Boticas,Crimes contra o Estado,0
1696,Ribeira de Pena,Crimes contra o Estado,4
1697,Vila Pouca de Aguiar,Crimes contra o Estado,0
1698,Marco de Canaveses,Crimes contra o Estado,3
1699,Paços de Ferreira,Crimes contra o Estado,17
1700,Mesão Frio,Crimes contra o Estado,0
1701,Penedono,Crimes contra o Estado,0
1702,Peso da Régua,Crimes contra o Estado,8
1703,Castro Verde,Crimes contra as pessoas,74
1704,Chamusca,Crimes contra as pessoas,66
1705,Santarém,Crimes contra as pessoas,488
1706,Fronteira,Crimes contra as pessoas,16
1707,Montemor-o-Novo,Crimes contra as pessoas,137
1708,Loulé,Crimes contra as pessoas,1014
1709,Silves,Crimes contra as pessoas,466
1710,Santa Cruz da Graciosa,Crimes contra as pessoas,42
1711,Vila Franca do Campo,Crimes contra as pessoas,91
1712,Calheta,Crimes contra as pessoas,43
1713,Porto Santo,Crimes contra as pessoas,79
1715,Caminha,Crimes de homicídio voluntário consumado,0
1716,Portimão,Crimes contra o património,1436
1717,Vila Real de Santo António,Crimes contra o património,448
1719,Angra do Heroísmo,Crimes contra o património,442
1720,Lajes das Flores,Crimes contra o património,14
1721,Povoação,Crimes contra o património,58
1722,Santa Cruz das Flores,Crimes contra o património,31
1723,São Roque do Pico,Crimes contra o património,34
1724,Machico,Crimes contra o património,202
1725,Santa Cruz,Crimes contra o património,259
1726,Santana,Crimes contra o património,33
1728,Alto Minho,Roubo por esticão e na via pública,40
1729,Valença,Roubo por esticão e na via pública,0
1730,Cávado,Roubo por esticão e na via pública,100
1731,Vila Verde,Roubo por esticão e na via pública,0
1732,Oliveira de Azeméis,Roubo por esticão e na via pública,11
1733,São João da Madeira,Roubo por esticão e na via pública,0
1734,Trofa,Roubo por esticão e na via pública,6
1735,Boticas,Roubo por esticão e na via pública,0
1736,Felgueiras,Roubo por esticão e na via pública,7
1737,Paços de Ferreira,Roubo por esticão e na via pública,11
1738,Bragança,Crimes contra o Estado,10
1739,Alenquer,Crimes contra o Estado,35
1740,Bombarral,Crimes contra o Estado,8
1741,Ovar,Crimes contra o Estado,26
1742,Sever do Vouga,Crimes contra o Estado,0
1743,Cantanhede,Crimes contra o Estado,9
1744,Alvaiázere,Crimes contra o Estado,4
1745,Pombal,Crimes contra o Estado,31
1746,Porto de Mós,Crimes contra o Estado,17
1747,Viseu Dão Lafões,Crimes contra o Estado,132
1748,Sátão,Crimes contra o Estado,3
1749,Viseu,Crimes contra o Estado,62
1750,Castelo Branco,Crimes contra o Estado,53
1751,Mação,Crimes contra o Estado,0
1752,Vila Nova de Cerveira,Crimes de homicídio voluntário consumado,0
1753,Vila Verde,Crimes de homicídio voluntário consumado,0
1754,Fafe,Crimes de homicídio voluntário consumado,0
1755,Vizela,Crimes de homicídio voluntário consumado,0
1756,Arouca,Crimes de homicídio voluntário consumado,0
1764,Idanha-a-Nova,Violência doméstica contra cônjuge ou análogos,21
1765,Aguiar da Beira,Crimes previstos em legislação avulsa,10
1766,Castro Daire,Crimes previstos em legislação avulsa,17
1767,Oliveira de Frades,Crimes previstos em legislação avulsa,12
1768,Ferreira do Zêzere,Crimes previstos em legislação avulsa,15
1770,Cascais,Crimes previstos em legislação avulsa,387
1771,Loures,Crimes previstos em legislação avulsa,680
1772,Odivelas,Crimes previstos em legislação avulsa,247
1773,Castro Verde,Crimes previstos em legislação avulsa,10
1774,Cuba,Crimes previstos em legislação avulsa,7
1775,Lezíria do Tejo,Crimes previstos em legislação avulsa,737
1776,Chamusca,Crimes previstos em legislação avulsa,20
1777,Alto Alentejo,Crimes previstos em legislação avulsa,284
1778,Amarante,Ofensa à integridade física voluntária simples,101
1779,Castelo de Paiva,Ofensa à integridade física voluntária simples,39
1780,Moimenta da Beira,Ofensa à integridade física voluntária simples,31
1781,Vila Real,Ofensa à integridade física voluntária simples,90
1782,Terras de Trás-os-Montes,Ofensa à integridade física voluntária simples,218
1783,Vimioso,Ofensa à integridade física voluntária simples,5
1785,Oeste,Ofensa à integridade física voluntária simples,683
1787,Águeda,Ofensa à integridade física voluntária simples,86
1788,Murtosa,Ofensa à integridade física voluntária simples,41
1789,Ovar,Ofensa à integridade física voluntária simples,136
1790,Tomar,Violência doméstica contra cônjuge ou análogos,76
1791,Torres Novas,Violência doméstica contra cônjuge ou análogos,40
1792,Mêda,Violência doméstica contra cônjuge ou análogos,8
1793,Seia,Violência doméstica contra cônjuge ou análogos,79
1794,Almada,Violência doméstica contra cônjuge ou análogos,486
1795,Loures,Violência doméstica contra cônjuge ou análogos,536
1796,Moita,Violência doméstica contra cônjuge ou análogos,230
1797,Odivelas,Violência doméstica contra cônjuge ou análogos,366
1798,Palmela,Violência doméstica contra cônjuge ou análogos,176
1799,Setúbal,Violência doméstica contra cônjuge ou análogos,335
1800,Odemira,Violência doméstica contra cônjuge ou análogos,62
1801,Santiago do Cacém,Violência doméstica contra cônjuge ou análogos,72
1802,Baixo Alentejo,Violência doméstica contra cônjuge ou análogos,313
1803,Aljustrel,Violência doméstica contra cônjuge ou análogos,23
1804,Moura,Violência doméstica contra cônjuge ou análogos,35
1805,Lezíria do Tejo,Violência doméstica contra cônjuge ou análogos,574
1806,Benavente,Violência doméstica contra cônjuge ou análogos,73
1807,Golegã,Violência doméstica contra cônjuge ou análogos,10
1808,Ponte de Sor,Violência doméstica contra cônjuge ou análogos,59
1809,Évora,Violência doméstica contra cônjuge ou análogos,126
1810,Vila do Bispo,Crimes contra a vida em sociedade,23
1812,Porto Santo,Crimes contra a vida em sociedade,58
1814,Arcos de Valdevez,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",88
1815,Paredes de Coura,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",29
