city,crime,value
3007,Estremoz,Furto de veículo e em veículo motorizado,13
3008,Olhão,Furto de veículo e em veículo motorizado,224
3009,Vila Real de Santo António,Furto de veículo e em veículo motorizado,53
3011,Ribeira Grande,Furto de veículo e em veículo motorizado,158
3012,Vila Franca do Campo,Furto de veículo e em veículo motorizado,10
3014,Calheta,Furto de veículo e em veículo motorizado,0
3015,São Vicente,Furto de veículo e em veículo motorizado,0
3017,Arcos de Valdevez,Crimes contra a identidade cultural e integridade pessoal,0
3018,Ponte de Lima,Crimes contra a identidade cultural e integridade pessoal,0
3019,Santiago do Cacém,Crimes contra a vida em sociedade,165
3020,Beja,Crimes contra a vida em sociedade,195
3021,Vidigueira,Crimes contra a vida em sociedade,37
3022,Coruche,Crimes contra a vida em sociedade,142
3023,Rio Maior,Crimes contra a vida em sociedade,96
3024,Santarém,Crimes contra a vida em sociedade,212
3025,Ponte de Sor,Crimes contra a vida em sociedade,124
3026,Algarve,Crimes contra a vida em sociedade,2446
3027,Aljezur,Crimes contra a vida em sociedade,32
3028,Olhão,Crimes contra a vida em sociedade,126
3041,Beira Baixa,Violência doméstica contra cônjuge ou análogos,183
3042,Vila Velha de Ródão,Violência doméstica contra cônjuge ou análogos,11
3043,Abrantes,Violência doméstica contra cônjuge ou análogos,69
3044,Vizela,Crimes contra a identidade cultural e integridade pessoal,0
3045,Ansião,Crimes previstos em legislação avulsa,0
3046,Batalha,Crimes previstos em legislação avulsa,35
3047,Castanheira de Pêra,Crimes previstos em legislação avulsa,0
3048,Figueiró dos Vinhos,Crimes previstos em legislação avulsa,12
3049,Marinha Grande,Crimes previstos em legislação avulsa,121
3050,Tondela,Crimes previstos em legislação avulsa,20
3051,Penamacor,Crimes previstos em legislação avulsa,4
3052,Proença-a-Nova,Crimes previstos em legislação avulsa,17
3053,Vila Nova da Barquinha,Crimes previstos em legislação avulsa,22
3054,Beiras e Serra da Estrela,Crimes previstos em legislação avulsa,440
3055,Mafra,Crimes previstos em legislação avulsa,183
3056,Moita,Crimes previstos em legislação avulsa,128
3057,Seixal,Crimes previstos em legislação avulsa,272
3058,Baixo Alentejo,Crimes previstos em legislação avulsa,278
3059,Almodôvar,Crimes previstos em legislação avulsa,22
3060,Barrancos,Crimes previstos em legislação avulsa,7
3061,Serpa,Crimes previstos em legislação avulsa,20
3062,Coruche,Crimes previstos em legislação avulsa,46
3063,Vila Nova de Gaia,Ofensa à integridade física voluntária simples,593
3064,Ribeira de Pena,Ofensa à integridade física voluntária simples,10
3065,Baião,Ofensa à integridade física voluntária simples,30
3066,Felgueiras,Ofensa à integridade física voluntária simples,94
3067,Paços de Ferreira,Ofensa à integridade física voluntária simples,109
3068,Douro,Ofensa à integridade física voluntária simples,351
3069,Lamego,Ofensa à integridade física voluntária simples,43
3070,Mesão Frio,Ofensa à integridade física voluntária simples,10
3071,Sabrosa,Ofensa à integridade física voluntária simples,11
3072,Sernancelhe,Ofensa à integridade física voluntária simples,7
3073,Tabuaço,Ofensa à integridade física voluntária simples,7
3074,Mirandela,Ofensa à integridade física voluntária simples,39
3075,Vinhais,Ofensa à integridade física voluntária simples,16
3076,Alenquer,Ofensa à integridade física voluntária simples,95
3077,Bombarral,Ofensa à integridade física voluntária simples,16
3078,Caldas da Rainha,Ofensa à integridade física voluntária simples,93
3079,Lourinhã,Ofensa à integridade física voluntária simples,64
3080,Nazaré,Ofensa à integridade física voluntária simples,36
3081,Óbidos,Ofensa à integridade física voluntária simples,17
3082,Vagos,Ofensa à integridade física voluntária simples,29
3083,Ferreira do Zêzere,Violência doméstica contra cônjuge ou análogos,13
3084,Sertã,Violência doméstica contra cônjuge ou análogos,47
3086,Amadora,Violência doméstica contra cônjuge ou análogos,559
3087,Mafra,Violência doméstica contra cônjuge ou análogos,196
3088,Seixal,Violência doméstica contra cônjuge ou análogos,370
3089,Alentejo,Violência doméstica contra cônjuge ou análogos,1938
3090,Alentejo Litoral,Violência doméstica contra cônjuge ou análogos,271
3091,Alto Alentejo,Violência doméstica contra cônjuge ou análogos,369
3092,Castelo de Vide,Violência doméstica contra cônjuge ou análogos,14
3093,Crato,Violência doméstica contra cônjuge ou análogos,7
3094,Alandroal,Violência doméstica contra cônjuge ou análogos,6
3095,Calheta,Crimes contra a vida em sociedade,14
3096,Horta,Crimes contra a vida em sociedade,47
3097,Lajes das Flores,Crimes contra a vida em sociedade,4
3098,Lajes do Pico,Crimes contra a vida em sociedade,5
3099,Madalena,Crimes contra a vida em sociedade,12
3100,Vila Franca do Campo,Crimes contra a vida em sociedade,41
3103,Calheta,Crimes contra a vida em sociedade,53
3104,Câmara de Lobos,Crimes contra a vida em sociedade,247
3106,Barcelos,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",112
3107,Matosinhos,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",32
3108,Oliveira de Azeméis,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",228
3109,Santo Tirso,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",79
3110,Mealhada,Ofensa à integridade física voluntária simples,28
3111,Tavira,Crimes contra a vida em sociedade,87
3112,Corvo,Crimes contra a vida em sociedade,0
3113,Ponta Delgada,Crimes contra a vida em sociedade,252
3115,Cávado,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",525
3116,Amares,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",46
3117,Terras de Bouro,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",19
3118,Vila Verde,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",49
3119,Guimarães,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",149
3120,Espinho,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",18
3121,Paredes,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",185
3122,Alto Tâmega,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",112
3123,Chaves,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",47
3124,Vila Pouca de Aguiar,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",20
3125,Lousada,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",63
3127,Castanheira de Pêra,Ofensa à integridade física voluntária simples,3
3128,Marinha Grande,Ofensa à integridade física voluntária simples,94
3129,Nazaré,Crimes contra a identidade cultural e integridade pessoal,0
3130,Albergaria-a-Velha,Crimes contra a identidade cultural e integridade pessoal,0
3131,Arganil,Crimes contra a identidade cultural e integridade pessoal,0
3132,Figueira da Foz,Crimes contra a identidade cultural e integridade pessoal,0
3133,Miranda do Corvo,Crimes contra a identidade cultural e integridade pessoal,0
3134,Alvaiázere,Crimes contra a identidade cultural e integridade pessoal,0
3135,Figueiró dos Vinhos,Crimes contra a identidade cultural e integridade pessoal,0
3136,Marinha Grande,Crimes contra a identidade cultural e integridade pessoal,3
3137,Pedrógão Grande,Crimes contra a identidade cultural e integridade pessoal,0
3138,Porto de Mós,Crimes contra a identidade cultural e integridade pessoal,0
3139,Tâmega e Sousa,Crimes contra a identidade cultural e integridade pessoal,0
3140,Baião,Crimes contra a identidade cultural e integridade pessoal,0
3141,Felgueiras,Crimes contra a identidade cultural e integridade pessoal,0
3142,Miranda do Douro,Crimes contra a identidade cultural e integridade pessoal,0
3143,Vinhais,Crimes contra a identidade cultural e integridade pessoal,0
3144,Avis,Crimes previstos em legislação avulsa,20
3145,Nisa,Crimes previstos em legislação avulsa,19
3146,Évora,Crimes previstos em legislação avulsa,91
3147,Vila Viçosa,Crimes previstos em legislação avulsa,16
3148,Lagos,Crimes previstos em legislação avulsa,82
3149,São Brás de Alportel,Crimes previstos em legislação avulsa,13
3151,Murça,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",7
3169,Miranda do Corvo,Ofensa à integridade física voluntária simples,17
3170,Góis,Crimes contra a identidade cultural e integridade pessoal,0
3171,Montemor-o-Velho,Crimes contra a identidade cultural e integridade pessoal,0
3172,Leiria,Crimes contra a identidade cultural e integridade pessoal,3
3173,Aguiar da Beira,Crimes contra a identidade cultural e integridade pessoal,0
3174,Oliveira de Azeméis,Crimes contra a identidade cultural e integridade pessoal,0
3175,São João da Madeira,Crimes contra a identidade cultural e integridade pessoal,0
3176,Boticas,Crimes contra a identidade cultural e integridade pessoal,0
3177,Cinfães,Crimes contra a identidade cultural e integridade pessoal,0
3178,Douro,Crimes contra a identidade cultural e integridade pessoal,0
3179,Freixo de Espada à Cinta,Crimes contra a identidade cultural e integridade pessoal,0
3180,Moimenta da Beira,Crimes contra a identidade cultural e integridade pessoal,0
3181,Peso da Régua,Crimes contra a identidade cultural e integridade pessoal,0
3182,São João da Pesqueira,Crimes contra a identidade cultural e integridade pessoal,0
3183,Torre de Moncorvo,Crimes contra a identidade cultural e integridade pessoal,0
3184,Vila Nova de Foz Côa,Crimes contra a identidade cultural e integridade pessoal,0
3185,Vila Real,Crimes contra a identidade cultural e integridade pessoal,0
3186,Mogadouro,Crimes contra a identidade cultural e integridade pessoal,0
3187,Portalegre,Crimes previstos em legislação avulsa,33
3188,Arraiolos,Crimes previstos em legislação avulsa,4
3189,Algarve,Crimes previstos em legislação avulsa,1486
3190,Olhão,Crimes previstos em legislação avulsa,115
3191,Silves,Crimes previstos em legislação avulsa,67
3192,Vila Real de Santo António,Crimes previstos em legislação avulsa,73
3193,Corvo,Crimes previstos em legislação avulsa,0
3194,Lajes do Pico,Crimes previstos em legislação avulsa,5
3195,São Roque do Pico,Crimes previstos em legislação avulsa,4
3215,Mourão,Violência doméstica contra cônjuge ou análogos,8
3216,Alcoutim,Violência doméstica contra cônjuge ou análogos,0
3217,Lagoa,Violência doméstica contra cônjuge ou análogos,65
3218,Angra do Heroísmo,Violência doméstica contra cônjuge ou análogos,118
3219,Lajes das Flores,Violência doméstica contra cônjuge ou análogos,5
3220,Lajes do Pico,Violência doméstica contra cônjuge ou análogos,7
3221,Santa Cruz das Flores,Violência doméstica contra cônjuge ou análogos,10
3222,São Roque do Pico,Violência doméstica contra cônjuge ou análogos,13
3223,Monção,Crimes contra o património,182
3224,Viana do Castelo,Crimes contra o património,1167
3225,Velas,Crimes previstos em legislação avulsa,14
3226,Porto Moniz,Crimes previstos em legislação avulsa,0
3227,Ribeira Brava,Crimes previstos em legislação avulsa,6
3228,Arcos de Valdevez,Condução sem habilitação legal,31
3229,Caminha,Condução sem habilitação legal,17
3230,Vila Verde,Condução sem habilitação legal,28
3231,Arouca,Condução sem habilitação legal,5
3232,Maia,Condução sem habilitação legal,206
3233,Médio Tejo,Ofensa à integridade física voluntária simples,428
3234,Abrantes,Ofensa à integridade física voluntária simples,58
3235,Mação,Ofensa à integridade física voluntária simples,16
3236,Beiras e Serra da Estrela,Ofensa à integridade física voluntária simples,0
3237,Guarda,Ofensa à integridade física voluntária simples,68
3238,Barreiro,Ofensa à integridade física voluntária simples,198
3239,Odivelas,Ofensa à integridade física voluntária simples,190
3240,Sesimbra,Ofensa à integridade física voluntária simples,111
3241,Almodôvar,Ofensa à integridade física voluntária simples,20
3242,Lezíria do Tejo,Ofensa à integridade física voluntária simples,496
3243,Alpiarça,Ofensa à integridade física voluntária simples,18
3244,Alter do Chão,Ofensa à integridade física voluntária simples,6
3245,Gavião,Ofensa à integridade física voluntária simples,0
3246,Monforte,Ofensa à integridade física voluntária simples,6
3247,Penamacor,Crimes contra a identidade cultural e integridade pessoal,0
3248,Entroncamento,Crimes contra a identidade cultural e integridade pessoal,0
3249,Tomar,Crimes contra a identidade cultural e integridade pessoal,0
3250,Torres Novas,Crimes contra a identidade cultural e integridade pessoal,0
3251,Vila Nova da Barquinha,Crimes contra a identidade cultural e integridade pessoal,0
3252,Espinho,Crimes contra o património,442
3253,Gondomar,Crimes contra o património,1554
3254,Maia,Crimes contra o património,2527
3255,Matosinhos,Crimes contra o património,3306
3256,Paredes,Crimes contra o património,657
3257,Póvoa de Varzim,Crimes contra o património,771
3258,Bragança,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",93
3259,Mogadouro,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",19
3260,Lourinhã,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",18
3261,Mangualde,Roubo por esticão e na via pública,0
3262,São Pedro do Sul,Roubo por esticão e na via pública,0
3263,Proença-a-Nova,Roubo por esticão e na via pública,0
3264,Lisboa,Crimes contra o Estado,682
3265,Santiago do Cacém,Crimes contra o Estado,18
3266,Almodôvar,Crimes contra o Estado,4
3267,Fronteira,Crimes contra o Estado,0
3268,Arraiolos,Crimes contra o Estado,3
3269,Estremoz,Crimes contra o Estado,6
3270,Montemor-o-Novo,Crimes contra o Estado,13
3271,Reguengos de Monsaraz,Crimes contra o Estado,10
3272,Vendas Novas,Crimes contra o Estado,0
3273,Viana do Alentejo,Crimes contra o Estado,0
3274,Algarve,Crimes contra o Estado,428
3275,Albufeira,Crimes contra o Estado,122
3276,Aljezur,Crimes contra o Estado,8
3277,Olhão,Crimes contra o Estado,29
3278,Lajes do Pico,Crimes contra o Estado,0
3279,Ponta Delgada,Crimes contra o Estado,74
3280,Santa Cruz da Graciosa,Crimes contra o Estado,0
3281,Vila do Porto,Crimes contra o Estado,0
3282,Penacova,Crimes de homicídio voluntário consumado,0
3283,Soure,Crimes de homicídio voluntário consumado,0
3285,Pombal,Crimes de homicídio voluntário consumado,0
3286,Porto de Mós,Crimes de homicídio voluntário consumado,0
3287,Viseu,Crimes de homicídio voluntário consumado,0
3288,Vouzela,Crimes de homicídio voluntário consumado,0
3289,Vila Velha de Ródão,Crimes de homicídio voluntário consumado,0
3290,Abrantes,Crimes de homicídio voluntário consumado,0
3291,Sertã,Crimes de homicídio voluntário consumado,0
3292,Manteigas,Crimes de homicídio voluntário consumado,0
3294,Amadora,Crimes de homicídio voluntário consumado,0
3295,Cascais,Crimes de homicídio voluntário consumado,3
3296,Mafra,Crimes de homicídio voluntário consumado,0
3297,Moita,Crimes de homicídio voluntário consumado,0
3298,Palmela,Crimes de homicídio voluntário consumado,0
3299,Alentejo,Crimes de homicídio voluntário consumado,9
3300,Aljustrel,Crimes de homicídio voluntário consumado,0
3301,Beja,Crimes de homicídio voluntário consumado,0
3302,Vidigueira,Crimes de homicídio voluntário consumado,0
3303,Vila Velha de Ródão,Roubo por esticão e na via pública,0
3304,Almeida,Roubo por esticão e na via pública,0
3305,Covilhã,Roubo por esticão e na via pública,11
3306,Figueira de Castelo Rodrigo,Roubo por esticão e na via pública,0
3307,Gouveia,Roubo por esticão e na via pública,0
3310,Barreiro,Roubo por esticão e na via pública,84
3311,Cascais,Roubo por esticão e na via pública,234
3312,Mafra,Roubo por esticão e na via pública,27
3313,Montijo,Roubo por esticão e na via pública,48
3314,Odivelas,Roubo por esticão e na via pública,134
3315,Palmela,Roubo por esticão e na via pública,28
3316,Alentejo Litoral,Roubo por esticão e na via pública,0
3317,Beja,Roubo por esticão e na via pública,13
3318,Ourique,Roubo por esticão e na via pública,0
3319,Lezíria do Tejo,Roubo por esticão e na via pública,0
3320,Arronches,Roubo por esticão e na via pública,0
3321,Crato,Roubo por esticão e na via pública,0
3322,Monforte,Roubo por esticão e na via pública,0
3323,Funchal,Crimes contra o Estado,35
3324,Ponta do Sol,Crimes contra o Estado,0
3325,Porto Moniz,Crimes contra o Estado,0
3326,Santana,Crimes contra o Estado,0
3328,Vila Nova de Cerveira,Crimes contra animais de companhia,0
3329,Braga,Crimes contra animais de companhia,17
3330,Cabeceiras de Basto,Crimes contra animais de companhia,3
3331,Guimarães,Crimes contra animais de companhia,19
3332,Póvoa de Varzim,Crimes contra animais de companhia,14
3333,Vila do Conde,Crimes contra animais de companhia,3
3334,Ribeira de Pena,Crimes contra animais de companhia,4
3335,Amarante,Crimes contra animais de companhia,3
3336,Armamar,Crimes contra animais de companhia,0
3337,Sernancelhe,Crimes contra animais de companhia,0
3338,Tarouca,Crimes contra animais de companhia,0
3339,Mirandela,Crimes contra animais de companhia,0
3340,Sobral de Monte Agraço,Crimes contra animais de companhia,4
3341,Torres Vedras,Crimes contra animais de companhia,11
3342,Azambuja,Crimes de homicídio voluntário consumado,0
3343,Alter do Chão,Crimes de homicídio voluntário consumado,0
3344,Gavião,Crimes de homicídio voluntário consumado,0
3345,Évora,Crimes de homicídio voluntário consumado,0
3346,Algarve,Crimes de homicídio voluntário consumado,9
3347,Alcoutim,Crimes de homicídio voluntário consumado,0
3348,Loulé,Crimes de homicídio voluntário consumado,0
3349,São Brás de Alportel,Crimes de homicídio voluntário consumado,0
3350,Vila do Bispo,Crimes de homicídio voluntário consumado,0
3352,Povoação,Crimes de homicídio voluntário consumado,0
3353,Santa Cruz das Flores,Crimes de homicídio voluntário consumado,0
3354,Santana,Crimes de homicídio voluntário consumado,0
3355,Vila Nova de Cerveira,Crimes contra a integridade física,59
3356,Cávado,Crimes contra a integridade física,1844
3357,Braga,Crimes contra a integridade física,783
3358,Vila Verde,Crimes contra a integridade física,235
3359,Fafe,Crimes contra a integridade física,215
3360,Aljezur,Roubo por esticão e na via pública,0
3361,Tavira,Roubo por esticão e na via pública,22
3364,Angra do Heroísmo,Roubo por esticão e na via pública,7
3365,Horta,Roubo por esticão e na via pública,0
3366,São Roque do Pico,Roubo por esticão e na via pública,0
3368,Câmara de Lobos,Roubo por esticão e na via pública,22
3369,Funchal,Roubo por esticão e na via pública,120
3370,Arcos de Valdevez,Furto de veículo e em veículo motorizado,17
3371,Caminha,Furto de veículo e em veículo motorizado,35
3372,Monção,Furto de veículo e em veículo motorizado,34
3373,Paredes de Coura,Furto de veículo e em veículo motorizado,5
3374,Cabeceiras de Basto,Furto de veículo e em veículo motorizado,17
3375,Vizela,Furto de veículo e em veículo motorizado,24
3376,Matosinhos,Furto de veículo e em veículo motorizado,1122
3377,Paredes,Furto de veículo e em veículo motorizado,189
3378,São João da Madeira,Furto de veículo e em veículo motorizado,39
3379,Coimbra,Crimes contra animais de companhia,21
3380,Lousã,Crimes contra animais de companhia,3
3381,Penacova,Crimes contra animais de companhia,0
3382,Vila Nova de Poiares,Crimes contra animais de companhia,0
3383,Batalha,Crimes contra animais de companhia,4
3384,Marinha Grande,Crimes contra animais de companhia,9
3385,Pombal,Crimes contra animais de companhia,5
3386,Mangualde,Crimes contra animais de companhia,0
3387,Penalva do Castelo,Crimes contra animais de companhia,0
3388,São Pedro do Sul,Crimes contra animais de companhia,0
3389,Idanha-a-Nova,Crimes contra animais de companhia,3
3390,Vila Nova da Barquinha,Crimes contra animais de companhia,4
3391,Lisboa,Crimes contra animais de companhia,108
3392,Oeiras,Crimes contra animais de companhia,13
3393,Palmela,Crimes contra animais de companhia,20
3394,Seixal,Crimes contra animais de companhia,39
3395,Aljustrel,Crimes contra animais de companhia,0
3396,Póvoa de Varzim,Crimes contra a integridade física,286
3397,Santo Tirso,Crimes contra a integridade física,251
3398,Resende,Crimes contra a integridade física,54
3399,Freixo de Espada à Cinta,Crimes contra a integridade física,16
3400,Santa Marta de Penaguião,Crimes contra a integridade física,28
3401,Miranda do Douro,Crimes contra a integridade física,21
3402,Oeste,Crimes contra a integridade física,1690
3403,Cinfães,Crimes contra a vida em sociedade,115
3404,Marco de Canaveses,Crimes contra a vida em sociedade,215
3405,Freixo de Espada à Cinta,Crimes contra a vida em sociedade,10
3406,Sabrosa,Crimes contra a vida em sociedade,24
3407,Tarouca,Crimes contra a vida em sociedade,35
3408,Águeda,Crimes contra a vida em sociedade,250
3409,Lousã,Crimes contra a vida em sociedade,91
3410,Miranda do Corvo,Crimes contra a vida em sociedade,29
3411,Soure,Crimes contra a vida em sociedade,55
3412,Pedrógão Grande,Crimes contra a vida em sociedade,19
3413,Nelas,Crimes contra a vida em sociedade,58
3414,Sátão,Crimes contra a vida em sociedade,25
3415,Viseu,Crimes contra a vida em sociedade,485
3416,Constância,Crimes contra a vida em sociedade,7
3425,Amarante,Violência doméstica contra cônjuge ou análogos,100
3426,Estarreja,Crimes contra a integridade física,199
3427,Oliveira do Bairro,Crimes contra a integridade física,121
3428,Figueira da Foz,Crimes contra a integridade física,297
3429,Pampilhosa da Serra,Crimes contra a integridade física,20
3430,Paços de Ferreira,Furto de veículo e em veículo motorizado,134
3431,Alijó,Furto de veículo e em veículo motorizado,11
3432,Peso da Régua,Furto de veículo e em veículo motorizado,22
3433,Sernancelhe,Furto de veículo e em veículo motorizado,6
3434,Tabuaço,Furto de veículo e em veículo motorizado,6
3435,Vila Nova de Foz Côa,Furto de veículo e em veículo motorizado,10
3436,Montemor-o-Novo,Violência doméstica contra cônjuge ou análogos,42
3437,Porto Santo,Violência doméstica contra cônjuge ou análogos,21
3438,Santana,Violência doméstica contra cônjuge ou análogos,22
3440,Cávado,Crimes contra o património,5247
3441,Guimarães,Crimes contra o património,1243
3442,Vila da Praia da Vitória,Crimes previstos em legislação avulsa,67
3443,Funchal,Crimes previstos em legislação avulsa,200
3444,Santa Cruz,Crimes previstos em legislação avulsa,49
3445,Monção,Condução sem habilitação legal,14
3446,Paredes de Coura,Condução sem habilitação legal,6
3447,Amares,Condução sem habilitação legal,13
3448,Oliveira de Azeméis,Condução sem habilitação legal,75
3449,Castelo Branco,Ofensa à integridade física voluntária simples,97
3450,Vila Velha de Ródão,Ofensa à integridade física voluntária simples,9
3451,Vila de Rei,Ofensa à integridade física voluntária simples,5
3452,Figueira de Castelo Rodrigo,Ofensa à integridade física voluntária simples,25
3453,Fundão,Ofensa à integridade física voluntária simples,70
3454,Almada,Ofensa à integridade física voluntária simples,393
3455,Amadora,Ofensa à integridade física voluntária simples,312
3456,Grândola,Ofensa à integridade física voluntária simples,39
3457,Baixo Alentejo,Ofensa à integridade física voluntária simples,348
3458,Beja,Ofensa à integridade física voluntária simples,91
3459,Mértola,Ofensa à integridade física voluntária simples,9
3460,Cartaxo,Ofensa à integridade física voluntária simples,37
3461,Castelo de Vide,Ofensa à integridade física voluntária simples,8
3462,Fronteira,Ofensa à integridade física voluntária simples,4
3463,Nelas,Crimes contra a identidade cultural e integridade pessoal,0
3464,Sátão,Crimes contra a identidade cultural e integridade pessoal,0
3465,Vouzela,Crimes contra a identidade cultural e integridade pessoal,0
3466,Beira Baixa,Crimes contra a identidade cultural e integridade pessoal,0
3467,Vila Velha de Ródão,Crimes contra a identidade cultural e integridade pessoal,0
3468,Mação,Crimes contra a identidade cultural e integridade pessoal,0
3469,Ourém,Crimes contra a identidade cultural e integridade pessoal,0
3470,Vila de Rei,Crimes contra a identidade cultural e integridade pessoal,0
3471,Belmonte,Crimes contra a identidade cultural e integridade pessoal,0
3472,Trofa,Crimes contra o património,375
3473,Boticas,Crimes contra o património,31
3474,Ribeira de Pena,Crimes contra o património,47
3475,Aveiro,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",188
3476,Cantanhede,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",75
3477,Leiria,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",153
3478,Viseu Dão Lafões,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",749
3479,Vouzela,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",11
3480,Idanha-a-Nova,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",28
3481,Vila Velha de Ródão,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",3
3482,Entroncamento,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",9
3483,Vila Nova da Barquinha,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",24
3484,Belmonte,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",30
3487,Arcos de Valdevez,Crimes contra as pessoas,197
3488,Melgaço,Crimes contra as pessoas,68
3489,Vila Verde,Crimes contra as pessoas,404
3490,Cabeceiras de Basto,Crimes contra as pessoas,117
3491,Vieira do Minho,Crimes contra as pessoas,84
3492,Vila Nova de Famalicão,Crimes contra as pessoas,750
3493,Arouca,Crimes contra as pessoas,149
3494,Gondomar,Crimes contra as pessoas,1004
3495,Maia,Crimes contra as pessoas,812
3496,São João da Madeira,Crimes contra as pessoas,216
3497,Vale de Cambra,Crimes contra as pessoas,120
3498,Valongo,Crimes contra as pessoas,587
3499,Vila Nova de Gaia,Crimes contra as pessoas,2143
3500,Boticas,Crimes contra as pessoas,21
3501,Chaves,Crimes contra as pessoas,334
3502,Gouveia,Crimes contra a identidade cultural e integridade pessoal,0
3503,Almada,Crimes contra a identidade cultural e integridade pessoal,5
3504,Amadora,Crimes contra a identidade cultural e integridade pessoal,11
3505,Alentejo Litoral,Crimes contra a identidade cultural e integridade pessoal,0
3506,Almodôvar,Crimes contra a identidade cultural e integridade pessoal,0
3507,Ferreira do Alentejo,Crimes contra a identidade cultural e integridade pessoal,0
3508,Alto Alentejo,Crimes contra a identidade cultural e integridade pessoal,0
3509,Alter do Chão,Crimes contra a identidade cultural e integridade pessoal,0
3510,Gavião,Crimes contra a identidade cultural e integridade pessoal,0
3511,Boticas,Condução sem habilitação legal,0
3512,Vila Pouca de Aguiar,Condução sem habilitação legal,11
3513,Penafiel,Condução sem habilitação legal,58
3514,Freixo de Espada à Cinta,Condução sem habilitação legal,0
3515,Murça,Condução sem habilitação legal,4
3516,São João da Pesqueira,Condução sem habilitação legal,8
3517,Tabuaço,Condução sem habilitação legal,0
3518,Macedo de Cavaleiros,Condução sem habilitação legal,5
3519,Albergaria-a-Velha,Condução sem habilitação legal,17
3520,Murtosa,Condução sem habilitação legal,5
3521,Condeixa-a-Nova,Condução sem habilitação legal,0
3522,Lousã,Condução sem habilitação legal,9
3523,Borba,Ofensa à integridade física voluntária simples,15
3524,Évora,Ofensa à integridade física voluntária simples,116
3525,Algarve,Ofensa à integridade física voluntária simples,1668
3526,Felgueiras,Crimes contra as pessoas,353
3527,São João da Pesqueira,Crimes contra as pessoas,50
3528,Tarouca,Crimes contra as pessoas,67
3529,Miranda do Douro,Crimes contra as pessoas,38
3530,Vinhais,Crimes contra as pessoas,50
3531,Peniche,Crimes contra as pessoas,249
3532,Arruda dos Vinhos,Crimes contra o património,186
3533,Mealhada,Crimes contra o património,236
3534,Figueiró dos Vinhos,Crimes contra o património,39
3535,Carregal do Sal,Crimes contra o património,107
3536,Castro Daire,Crimes contra o património,104
3537,Sátão,Crimes contra o património,87
3538,Amadora,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",516
3539,Loures,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",368
3540,Setúbal,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",97
3541,Alentejo Litoral,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",333
3542,Loulé,Ofensa à integridade física voluntária simples,302
3543,São Brás de Alportel,Ofensa à integridade física voluntária simples,31
3544,Horta,Ofensa à integridade física voluntária simples,38
3545,Madalena,Ofensa à integridade física voluntária simples,22
3546,Ribeira Grande,Ofensa à integridade física voluntária simples,203
3547,Vila Franca do Campo,Ofensa à integridade física voluntária simples,41
3549,São Vicente,Ofensa à integridade física voluntária simples,10
3551,Valença,Violência doméstica contra cônjuge ou análogos,56
3552,Vila Verde,Violência doméstica contra cônjuge ou análogos,119
3553,Guimarães,Violência doméstica contra cônjuge ou análogos,304
3554,Arouca,Violência doméstica contra cônjuge ou análogos,47
3555,Santo Tirso,Violência doméstica contra cônjuge ou análogos,127
3556,São João da Madeira,Violência doméstica contra cônjuge ou análogos,74
3557,Alcoutim,Crimes contra a identidade cultural e integridade pessoal,0
3558,São Brás de Alportel,Crimes contra a identidade cultural e integridade pessoal,0
3559,Silves,Crimes contra a identidade cultural e integridade pessoal,0
3560,Vila do Bispo,Crimes contra a identidade cultural e integridade pessoal,0
3561,Calheta,Crimes contra a identidade cultural e integridade pessoal,0
