,city,crime,value,latitude,longitude
2891,Monforte,Ofensa à integridade física voluntária simples,6,39.05305099,-7.43885565
2892,Penamacor,Crimes contra a identidade cultural e integridade pessoal,0,40.16896439,-7.1706686
2893,Entroncamento,Crimes contra a identidade cultural e integridade pessoal,0,39.46474838,-8.46900463
2894,Tomar,Crimes contra a identidade cultural e integridade pessoal,0,39.60367584,-8.4128294
2895,Torres Novas,Crimes contra a identidade cultural e integridade pessoal,0,39.47777939,-8.5408926
2896,Vila Nova da Barquinha,Crimes contra a identidade cultural e integridade pessoal,0,39.45941162,-8.43315887
2897,Espinho,Crimes contra o património,442,41.0067215,-8.64432716
2898,Gondomar,Crimes contra o património,1554,41.14310074,-8.53793621
2899,Maia,Crimes contra o património,2527,41.23286438,-8.62156487
2900,Matosinhos,Crimes contra o património,3306,41.18299866,-8.67976856
2901,Paredes,Crimes contra o património,657,41.2071228,-8.33371735
2902,Póvoa de Varzim,Crimes contra o património,771,41.38214874,-8.75776005
2903,Bragança,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",93,41.80717468,-6.75919104
2904,Mogadouro,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",19,41.33906174,-6.7199688
2905,Lourinhã,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",18,39.24247742,-9.31228924
2906,Mangualde,Roubo por esticão e na via pública,0,40.60571289,-7.76595068
2907,São Pedro do Sul,Roubo por esticão e na via pública,0,-29.61527252,-54.17903137
2908,Proença-a-Nova,Roubo por esticão e na via pública,0,39.74979401,-7.92522621
2909,Lisboa,Crimes contra o Estado,682,38.70700836,-9.1356411
2910,Santiago do Cacém,Crimes contra o Estado,18,38.01395798,-8.69761276
2911,Almodôvar,Crimes contra o Estado,4,37.51149368,-8.05998516
2912,Fronteira,Crimes contra o Estado,0,39.05626678,-7.64991426
2913,Arraiolos,Crimes contra o Estado,3,38.72258759,-7.98530722
2914,Estremoz,Crimes contra o Estado,6,38.84550858,-7.591681
2915,Montemor-o-Novo,Crimes contra o Estado,13,38.6449585,-8.21542454
2916,Reguengos de Monsaraz,Crimes contra o Estado,10,38.4234581,-7.53357363
2917,Vendas Novas,Crimes contra o Estado,0,38.67736816,-8.45521164
2918,Viana do Alentejo,Crimes contra o Estado,0,38.33202362,-8.00203514
2919,Algarve,Crimes contra o Estado,428,37.01443863,-7.93527985
2920,Albufeira,Crimes contra o Estado,122,37.08898926,-8.25228214
2921,Aljezur,Crimes contra o Estado,8,37.31469727,-8.80453587
2922,Olhão,Crimes contra o Estado,29,37.02654266,-7.84044933
2923,Lajes do Pico,Crimes contra o Estado,0,38.39445496,-28.2521553
2924,Ponta Delgada,Crimes contra o Estado,74,37.73643494,-25.67265511
2925,Santa Cruz da Graciosa,Crimes contra o Estado,0,39.08495331,-28.00520515
2926,Vila do Porto,Crimes contra o Estado,0,36.97193909,-25.09832954
2927,Penacova,Crimes de homicídio voluntário consumado,0,40.27059174,-8.28151989
2928,Soure,Crimes de homicídio voluntário consumado,0,-0.7275759,-48.51897812
2929,Pombal,Crimes de homicídio voluntário consumado,0,39.91378021,-8.627491
2930,Porto de Mós,Crimes de homicídio voluntário consumado,0,39.60249329,-8.81852245
2931,Viseu,Crimes de homicídio voluntário consumado,0,40.65754318,-7.91427946
2932,Vouzela,Crimes de homicídio voluntário consumado,0,40.72304153,-8.11218834
2933,Vila Velha de Ródão,Crimes de homicídio voluntário consumado,0,39.6511116,-7.67345428
2934,Abrantes,Crimes de homicídio voluntário consumado,0,39.46440887,-8.19781876
2935,Sertã,Crimes de homicídio voluntário consumado,0,39.80461121,-8.09905434
2936,Manteigas,Crimes de homicídio voluntário consumado,0,40.4005394,-7.53964806
2937,Amadora,Crimes de homicídio voluntário consumado,0,38.76232529,-9.23991013
2938,Cascais,Crimes de homicídio voluntário consumado,3,38.69727707,-9.42175674
2939,Mafra,Crimes de homicídio voluntário consumado,0,38.96432114,-9.32824993
2940,Moita,Crimes de homicídio voluntário consumado,0,38.6547966,-8.99393368
2941,Palmela,Crimes de homicídio voluntário consumado,0,38.57831955,-8.89970493
2942,Alentejo,Crimes de homicídio voluntário consumado,9,38.40891647,-7.82064199
2943,Aljustrel,Crimes de homicídio voluntário consumado,0,37.87678146,-8.16631699
2944,Beja,Crimes de homicídio voluntário consumado,0,38.01504517,-7.86243963
2945,Vidigueira,Crimes de homicídio voluntário consumado,0,38.20972061,-7.80120277
2946,Vila Velha de Ródão,Roubo por esticão e na via pública,0,39.6511116,-7.67345428
2947,Almeida,Roubo por esticão e na via pública,0,40.72629166,-6.90694761
2948,Covilhã,Roubo por esticão e na via pública,11,40.28264999,-7.50326014
2949,Figueira de Castelo Rodrigo,Roubo por esticão e na via pública,0,40.89635086,-6.96307087
2950,Gouveia,Roubo por esticão e na via pública,0,40.49362564,-7.59372377
2951,Barreiro,Roubo por esticão e na via pública,84,38.66132736,-9.0758543
2952,Cascais,Roubo por esticão e na via pública,234,38.69727707,-9.42175674
2953,Mafra,Roubo por esticão e na via pública,27,38.96432114,-9.32824993
2954,Montijo,Roubo por esticão e na via pública,48,38.70584869,-8.97461796
2955,Odivelas,Roubo por esticão e na via pública,134,38.79262161,-9.18276501
2956,Palmela,Roubo por esticão e na via pública,28,38.57831955,-8.89970493
2957,Alentejo Litoral,Roubo por esticão e na via pública,0,37.95000076,-8.86699963
2958,Beja,Roubo por esticão e na via pública,13,38.01504517,-7.86243963
2959,Ourique,Roubo por esticão e na via pública,0,37.65102005,-8.22396183
2960,Lezíria do Tejo,Roubo por esticão e na via pública,0,39.22999954,-8.68000031
2961,Arronches,Roubo por esticão e na via pública,0,39.12173462,-7.28415585
2962,Crato,Roubo por esticão e na via pública,0,-7.2369113,-39.41492462
2963,Monforte,Roubo por esticão e na via pública,0,39.05305099,-7.43885565
2964,Funchal,Crimes contra o Estado,35,32.64753723,-16.90501595
2965,Ponta do Sol,Crimes contra o Estado,0,32.67991638,-17.10394287
2966,Porto Moniz,Crimes contra o Estado,0,32.86751175,-17.16622353
2967,Santana,Crimes contra o Estado,0,32.80401611,-16.88144875
2968,Vila Nova de Cerveira,Crimes contra animais de companhia,0,41.94009781,-8.74443722
2969,Braga,Crimes contra animais de companhia,17,41.55176163,-8.42290306
2970,Cabeceiras de Basto,Crimes contra animais de companhia,3,41.53300095,-8.0170002
2971,Guimarães,Crimes contra animais de companhia,19,41.44195557,-8.29560661
2972,Póvoa de Varzim,Crimes contra animais de companhia,14,41.38214874,-8.75776005
2973,Vila do Conde,Crimes contra animais de companhia,3,41.35379791,-8.74287224
2974,Ribeira de Pena,Crimes contra animais de companhia,4,41.51984787,-7.79359674
2975,Amarante,Crimes contra animais de companhia,3,41.26974869,-8.07833576
2976,Armamar,Crimes contra animais de companhia,0,41.1090126,-7.69127417
2977,Sernancelhe,Crimes contra animais de companhia,0,40.90022278,-7.49428558
2978,Tarouca,Crimes contra animais de companhia,0,41.01602936,-7.77590609
2979,Mirandela,Crimes contra animais de companhia,0,41.49011612,-7.1775918
2980,Sobral de Monte Agraço,Crimes contra animais de companhia,4,39.0183754,-9.15186882
2981,Torres Vedras,Crimes contra animais de companhia,11,39.08774567,-9.25944805
2982,Azambuja,Crimes de homicídio voluntário consumado,0,39.06862259,-8.86911678
2983,Alter do Chão,Crimes de homicídio voluntário consumado,0,39.20027542,-7.65912724
2984,Gavião,Crimes de homicídio voluntário consumado,0,39.46493912,-7.9367938
2985,Évora,Crimes de homicídio voluntário consumado,0,38.57098389,-7.90960217
2986,Algarve,Crimes de homicídio voluntário consumado,9,37.01443863,-7.93527985
2987,Alcoutim,Crimes de homicídio voluntário consumado,0,37.4710083,-7.47270346
2988,Loulé,Crimes de homicídio voluntário consumado,0,37.1375351,-8.02340794
2989,São Brás de Alportel,Crimes de homicídio voluntário consumado,0,37.15028,-7.88830662
2990,Vila do Bispo,Crimes de homicídio voluntário consumado,0,37.08306885,-8.90878487
2991,Povoação,Crimes de homicídio voluntário consumado,0,37.74722672,-25.24490356
2992,Santa Cruz das Flores,Crimes de homicídio voluntário consumado,0,39.45597076,-31.12897491
2993,Santana,Crimes de homicídio voluntário consumado,0,32.80401611,-16.88144875
2994,Vila Nova de Cerveira,Crimes contra a integridade física,59,41.94009781,-8.74443722
2995,Cávado,Crimes contra a integridade física,1844,41.54417038,-8.42193985
2996,Braga,Crimes contra a integridade física,783,41.55176163,-8.42290306
2997,Vila Verde,Crimes contra a integridade física,235,41.65150452,-8.43593693
2998,Fafe,Crimes contra a integridade física,215,41.44867325,-8.17214012
2999,Aljezur,Roubo por esticão e na via pública,0,37.31469727,-8.80453587
3000,Tavira,Roubo por esticão e na via pública,22,37.12581253,-7.64984083
3001,Angra do Heroísmo,Roubo por esticão e na via pública,7,38.65679169,-27.21932602
3002,Horta,Roubo por esticão e na via pública,0,38.5423851,-28.62764931
3003,São Roque do Pico,Roubo por esticão e na via pública,0,38.52944183,-28.32193947
3004,Câmara de Lobos,Roubo por esticão e na via pública,22,32.64857101,-16.97599411
3005,Funchal,Roubo por esticão e na via pública,120,32.64753723,-16.90501595
3006,Arcos de Valdevez,Furto de veículo e em veículo motorizado,17,41.84728241,-8.41852379
3007,Caminha,Furto de veículo e em veículo motorizado,35,41.87393188,-8.84054947
3008,Monção,Furto de veículo e em veículo motorizado,34,42.0788269,-8.48013496
3009,Paredes de Coura,Furto de veículo e em veículo motorizado,5,41.91098404,-8.55958557
3010,Cabeceiras de Basto,Furto de veículo e em veículo motorizado,17,41.53300095,-8.0170002
3011,Vizela,Furto de veículo e em veículo motorizado,24,41.37521744,-8.30317307
3012,Matosinhos,Furto de veículo e em veículo motorizado,1122,41.18299866,-8.67976856
3013,Paredes,Furto de veículo e em veículo motorizado,189,41.2071228,-8.33371735
3014,São João da Madeira,Furto de veículo e em veículo motorizado,39,40.90237808,-8.48950291
3015,Coimbra,Crimes contra animais de companhia,21,40.21149063,-8.42920113
3016,Lousã,Crimes contra animais de companhia,3,40.11088181,-8.24752045
3017,Penacova,Crimes contra animais de companhia,0,40.27059174,-8.28151989
3018,Vila Nova de Poiares,Crimes contra animais de companhia,0,40.21177673,-8.25871754
3019,Batalha,Crimes contra animais de companhia,4,39.65784454,-8.82426262
3020,Marinha Grande,Crimes contra animais de companhia,9,39.75058365,-8.93155861
3021,Pombal,Crimes contra animais de companhia,5,39.91378021,-8.627491
3022,Mangualde,Crimes contra animais de companhia,0,40.60571289,-7.76595068
3023,Penalva do Castelo,Crimes contra animais de companhia,0,40.67428207,-7.69987535
3024,São Pedro do Sul,Crimes contra animais de companhia,0,-29.61527252,-54.17903137
3025,Idanha-a-Nova,Crimes contra animais de companhia,3,39.91974258,-7.23673964
3026,Vila Nova da Barquinha,Crimes contra animais de companhia,4,39.45941162,-8.43315887
3027,Lisboa,Crimes contra animais de companhia,108,38.70700836,-9.1356411
3028,Oeiras,Crimes contra animais de companhia,13,38.69740677,-9.30830956
3029,Palmela,Crimes contra animais de companhia,20,38.57831955,-8.89970493
3030,Seixal,Crimes contra animais de companhia,39,38.64285278,-9.10640049
3031,Aljustrel,Crimes contra animais de companhia,0,37.87678146,-8.16631699
3032,Póvoa de Varzim,Crimes contra a integridade física,286,41.38214874,-8.75776005
3033,Santo Tirso,Crimes contra a integridade física,251,41.34266663,-8.47746563
3034,Resende,Crimes contra a integridade física,54,-22.46836281,-44.4463501
3035,Freixo de Espada à Cinta,Crimes contra a integridade física,16,41.09131241,-6.80793619
3036,Santa Marta de Penaguião,Crimes contra a integridade física,28,41.20980072,-7.78413773
3037,Miranda do Douro,Crimes contra a integridade física,21,41.49585342,-6.27385759
3038,Oeste,Crimes contra a integridade física,1690,39.40000153,-9.13300037
3039,Cinfães,Crimes contra a vida em sociedade,115,41.07167053,-8.08952236
3040,Marco de Canaveses,Crimes contra a vida em sociedade,215,41.18144989,-8.1493454
3041,Freixo de Espada à Cinta,Crimes contra a vida em sociedade,10,41.09131241,-6.80793619
3042,Sabrosa,Crimes contra a vida em sociedade,24,41.26544189,-7.5783906
3043,Tarouca,Crimes contra a vida em sociedade,35,41.01602936,-7.77590609
3044,Águeda,Crimes contra a vida em sociedade,250,40.57448196,-8.44800472
3045,Lousã,Crimes contra a vida em sociedade,91,40.11088181,-8.24752045
3046,Miranda do Corvo,Crimes contra a vida em sociedade,29,40.09411621,-8.33354855
3047,Soure,Crimes contra a vida em sociedade,55,-0.7275759,-48.51897812
3048,Pedrógão Grande,Crimes contra a vida em sociedade,19,39.91609955,-8.14620686
3049,Nelas,Crimes contra a vida em sociedade,58,40.53001022,-7.85526466
3050,Sátão,Crimes contra a vida em sociedade,25,40.74041748,-7.73609543
3051,Viseu,Crimes contra a vida em sociedade,485,40.65754318,-7.91427946
3052,Constância,Crimes contra a vida em sociedade,7,39.47660828,-8.33863926
3053,Amarante,Violência doméstica contra cônjuge ou análogos,100,41.26974869,-8.07833576
3054,Estarreja,Crimes contra a integridade física,199,40.75460815,-8.56909752
3055,Oliveira do Bairro,Crimes contra a integridade física,121,40.51544571,-8.49402428
3056,Figueira da Foz,Crimes contra a integridade física,297,40.15078354,-8.85121346
3057,Pampilhosa da Serra,Crimes contra a integridade física,20,40.04605865,-7.95147228
3058,Paços de Ferreira,Furto de veículo e em veículo motorizado,134,41.27861404,-8.37860489
3059,Alijó,Furto de veículo e em veículo motorizado,11,41.27677917,-7.47465801
3060,Peso da Régua,Furto de veículo e em veículo motorizado,22,41.16551971,-7.78618431
3061,Sernancelhe,Furto de veículo e em veículo motorizado,6,40.90022278,-7.49428558
3062,Tabuaço,Furto de veículo e em veículo motorizado,6,41.11767197,-7.56604195
3063,Vila Nova de Foz Côa,Furto de veículo e em veículo motorizado,10,41.0828476,-7.13512659
3064,Montemor-o-Novo,Violência doméstica contra cônjuge ou análogos,42,38.6449585,-8.21542454
3065,Porto Santo,Violência doméstica contra cônjuge ou análogos,21,33.06044006,-16.33327866
3066,Santana,Violência doméstica contra cônjuge ou análogos,22,32.80401611,-16.88144875
3067,Cávado,Crimes contra o património,5247,41.54417038,-8.42193985
3068,Guimarães,Crimes contra o património,1243,41.44195557,-8.29560661
3069,Vila da Praia da Vitória,Crimes previstos em legislação avulsa,67,38.73071671,-27.06038666
3070,Funchal,Crimes previstos em legislação avulsa,200,32.64753723,-16.90501595
3071,Santa Cruz,Crimes previstos em legislação avulsa,49,36.97414017,-122.02880096
3072,Monção,Condução sem habilitação legal,14,42.0788269,-8.48013496
3073,Paredes de Coura,Condução sem habilitação legal,6,41.91098404,-8.55958557
3074,Amares,Condução sem habilitação legal,13,41.63127136,-8.34902859
3075,Oliveira de Azeméis,Condução sem habilitação legal,75,40.83998489,-8.47630596
3076,Castelo Branco,Ofensa à integridade física voluntária simples,97,39.8238945,-7.49188519
3077,Vila Velha de Ródão,Ofensa à integridade física voluntária simples,9,39.6511116,-7.67345428
3078,Vila de Rei,Ofensa à integridade física voluntária simples,5,39.6753006,-8.14678764
3079,Figueira de Castelo Rodrigo,Ofensa à integridade física voluntária simples,25,40.89635086,-6.96307087
3080,Fundão,Ofensa à integridade física voluntária simples,70,40.13693619,-7.49945498
3081,Almada,Ofensa à integridade física voluntária simples,393,38.68028641,-9.15848827
3082,Amadora,Ofensa à integridade física voluntária simples,312,38.76232529,-9.23991013
3083,Grândola,Ofensa à integridade física voluntária simples,39,38.17603683,-8.56818676
3084,Baixo Alentejo,Ofensa à integridade física voluntária simples,348,38.01699829,-7.8670001
3085,Beja,Ofensa à integridade física voluntária simples,91,38.01504517,-7.86243963
3086,Mértola,Ofensa à integridade física voluntária simples,9,37.63889694,-7.66215849
3087,Cartaxo,Ofensa à integridade física voluntária simples,37,39.16181564,-8.78637505
3088,Castelo de Vide,Ofensa à integridade física voluntária simples,8,39.41464996,-7.45658541
3089,Fronteira,Ofensa à integridade física voluntária simples,4,39.05626678,-7.64991426
3090,Nelas,Crimes contra a identidade cultural e integridade pessoal,0,40.53001022,-7.85526466
3091,Sátão,Crimes contra a identidade cultural e integridade pessoal,0,40.74041748,-7.73609543
3092,Vouzela,Crimes contra a identidade cultural e integridade pessoal,0,40.72304153,-8.11218834
3093,Beira Baixa,Crimes contra a identidade cultural e integridade pessoal,0,-19.82870674,34.84178162
3094,Vila Velha de Ródão,Crimes contra a identidade cultural e integridade pessoal,0,39.6511116,-7.67345428
3095,Mação,Crimes contra a identidade cultural e integridade pessoal,0,22.13883591,113.57136536
3096,Ourém,Crimes contra a identidade cultural e integridade pessoal,0,39.65679932,-8.57918167
3097,Vila de Rei,Crimes contra a identidade cultural e integridade pessoal,0,39.6753006,-8.14678764
3098,Belmonte,Crimes contra a identidade cultural e integridade pessoal,0,40.35845184,-7.35138988
3099,Trofa,Crimes contra o património,375,41.34218979,-8.55755615
3100,Boticas,Crimes contra o património,31,41.68874359,-7.66512012
3101,Ribeira de Pena,Crimes contra o património,47,41.51984787,-7.79359674
3102,Aveiro,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",188,40.64118576,-8.65361691
3103,Cantanhede,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",75,40.34669113,-8.59237289
3104,Leiria,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",153,39.74429703,-8.80724239
3105,Viseu Dão Lafões,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",749,40.65528107,-7.91416979
3106,Vouzela,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",11,40.72304153,-8.11218834
3107,Idanha-a-Nova,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",28,39.91974258,-7.23673964
3108,Vila Velha de Ródão,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",3,39.6511116,-7.67345428
3109,Entroncamento,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",9,39.46474838,-8.46900463
3110,Vila Nova da Barquinha,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",24,39.45941162,-8.43315887
3111,Belmonte,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",30,40.35845184,-7.35138988
3112,Arcos de Valdevez,Crimes contra as pessoas,197,41.84728241,-8.41852379
3113,Melgaço,Crimes contra as pessoas,68,42.11614609,-8.26261616
3114,Vila Verde,Crimes contra as pessoas,404,41.65150452,-8.43593693
3115,Cabeceiras de Basto,Crimes contra as pessoas,117,41.53300095,-8.0170002
3116,Vieira do Minho,Crimes contra as pessoas,84,41.63505173,-8.14180374
3117,Vila Nova de Famalicão,Crimes contra as pessoas,750,41.41238785,-8.52063656
3118,Arouca,Crimes contra as pessoas,149,40.92892456,-8.24363995
3119,Gondomar,Crimes contra as pessoas,1004,41.14310074,-8.53793621
3120,Maia,Crimes contra as pessoas,812,41.23286438,-8.62156487
3121,São João da Madeira,Crimes contra as pessoas,216,40.90237808,-8.48950291
3122,Vale de Cambra,Crimes contra as pessoas,120,40.84428787,-8.39868259
3123,Valongo,Crimes contra as pessoas,587,41.1872673,-8.50218582
3124,Vila Nova de Gaia,Crimes contra as pessoas,2143,41.13589478,-8.63318062
3125,Boticas,Crimes contra as pessoas,21,41.68874359,-7.66512012
3126,Chaves,Crimes contra as pessoas,334,41.74139786,-7.47196817
3127,Gouveia,Crimes contra a identidade cultural e integridade pessoal,0,40.49362564,-7.59372377
3128,Almada,Crimes contra a identidade cultural e integridade pessoal,5,38.68028641,-9.15848827
3129,Amadora,Crimes contra a identidade cultural e integridade pessoal,11,38.76232529,-9.23991013
3130,Alentejo Litoral,Crimes contra a identidade cultural e integridade pessoal,0,37.95000076,-8.86699963
3131,Almodôvar,Crimes contra a identidade cultural e integridade pessoal,0,37.51149368,-8.05998516
3132,Ferreira do Alentejo,Crimes contra a identidade cultural e integridade pessoal,0,38.05828857,-8.11643314
3133,Alto Alentejo,Crimes contra a identidade cultural e integridade pessoal,0,39.29000092,-7.42999983
3134,Alter do Chão,Crimes contra a identidade cultural e integridade pessoal,0,39.20027542,-7.65912724
3135,Gavião,Crimes contra a identidade cultural e integridade pessoal,0,39.46493912,-7.9367938
3136,Boticas,Condução sem habilitação legal,0,41.68874359,-7.66512012
3137,Vila Pouca de Aguiar,Condução sem habilitação legal,11,41.50065994,-7.64848852
3138,Penafiel,Condução sem habilitação legal,58,41.20699692,-8.28565121
3139,Freixo de Espada à Cinta,Condução sem habilitação legal,0,41.09131241,-6.80793619
3140,Murça,Condução sem habilitação legal,4,41.40814209,-7.45370197
3141,São João da Pesqueira,Condução sem habilitação legal,8,41.14669418,-7.40741777
3142,Tabuaço,Condução sem habilitação legal,0,41.11767197,-7.56604195
3143,Macedo de Cavaleiros,Condução sem habilitação legal,5,41.5362587,-6.95621681
3144,Albergaria-a-Velha,Condução sem habilitação legal,17,40.6938858,-8.48101139
3145,Murtosa,Condução sem habilitação legal,5,40.74849701,-8.65173244
3146,Condeixa-a-Nova,Condução sem habilitação legal,0,40.11454391,-8.50013638
3147,Lousã,Condução sem habilitação legal,9,40.11088181,-8.24752045
3148,Borba,Ofensa à integridade física voluntária simples,15,-4.39347792,-59.59477234
3149,Évora,Ofensa à integridade física voluntária simples,116,38.57098389,-7.90960217
3150,Algarve,Ofensa à integridade física voluntária simples,1668,37.01443863,-7.93527985
3151,Felgueiras,Crimes contra as pessoas,353,41.36618805,-8.19936275
3152,São João da Pesqueira,Crimes contra as pessoas,50,41.14669418,-7.40741777
3153,Tarouca,Crimes contra as pessoas,67,41.01602936,-7.77590609
3154,Miranda do Douro,Crimes contra as pessoas,38,41.49585342,-6.27385759
3155,Vinhais,Crimes contra as pessoas,50,41.83559036,-7.00143051
3156,Peniche,Crimes contra as pessoas,249,39.35648727,-9.38147259
3157,Arruda dos Vinhos,Crimes contra o património,186,38.98312378,-9.077775
3158,Mealhada,Crimes contra o património,236,40.37810516,-8.45144558
3159,Figueiró dos Vinhos,Crimes contra o património,39,39.90192032,-8.27495766
3160,Carregal do Sal,Crimes contra o património,107,40.43366623,-8.00341034
3161,Castro Daire,Crimes contra o património,104,40.89662933,-7.93545294
3162,Sátão,Crimes contra o património,87,40.74041748,-7.73609543
3163,Amadora,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",516,38.76232529,-9.23991013
3164,Loures,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",368,38.83023834,-9.16708851
3165,Setúbal,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",97,38.52458572,-8.89315319
3166,Alentejo Litoral,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",333,37.95000076,-8.86699963
3167,Loulé,Ofensa à integridade física voluntária simples,302,37.1375351,-8.02340794
3168,São Brás de Alportel,Ofensa à integridade física voluntária simples,31,37.15028,-7.88830662
3169,Horta,Ofensa à integridade física voluntária simples,38,38.5423851,-28.62764931
3170,Madalena,Ofensa à integridade física voluntária simples,22,38.48835373,-28.47450256
3171,Ribeira Grande,Ofensa à integridade física voluntária simples,203,37.82172775,-25.52386856
3172,Vila Franca do Campo,Ofensa à integridade física voluntária simples,41,37.71453094,-25.43340302
3173,São Vicente,Ofensa à integridade física voluntária simples,10,-23.96641731,-46.38613892
3174,Valença,Violência doméstica contra cônjuge ou análogos,56,42.02396011,-8.63328552
3175,Vila Verde,Violência doméstica contra cônjuge ou análogos,119,41.65150452,-8.43593693
3176,Guimarães,Violência doméstica contra cônjuge ou análogos,304,41.44195557,-8.29560661
3177,Arouca,Violência doméstica contra cônjuge ou análogos,47,40.92892456,-8.24363995
3178,Santo Tirso,Violência doméstica contra cônjuge ou análogos,127,41.34266663,-8.47746563
3179,São João da Madeira,Violência doméstica contra cônjuge ou análogos,74,40.90237808,-8.48950291
3180,Alcoutim,Crimes contra a identidade cultural e integridade pessoal,0,37.4710083,-7.47270346
3181,São Brás de Alportel,Crimes contra a identidade cultural e integridade pessoal,0,37.15028,-7.88830662
3182,Silves,Crimes contra a identidade cultural e integridade pessoal,0,37.18990326,-8.43859005
3183,Vila do Bispo,Crimes contra a identidade cultural e integridade pessoal,0,37.08306885,-8.90878487
3184,Calheta,Crimes contra a identidade cultural e integridade pessoal,0,32.72077179,-17.17760849
3185,Corvo,Crimes contra a identidade cultural e integridade pessoal,0,39.69984818,-31.10597992
3186,Lajes das Flores,Crimes contra a identidade cultural e integridade pessoal,0,39.40552902,-31.21777916
3187,Monção,Crimes contra a vida em sociedade,94,42.0788269,-8.48013496
3188,Miranda do Corvo,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",14,40.09411621,-8.33354855
3189,Montemor-o-Velho,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",71,40.17253876,-8.68464661
3190,Pampilhosa da Serra,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",14,40.04605865,-7.95147228
3191,Castanheira de Pêra,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",10,40.0059166,-8.20831013
3192,Carregal do Sal,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",31,40.43366623,-8.00341034
3193,Santa Comba Dão,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",28,40.39793777,-8.1303978
3194,Sátão,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",15,40.74041748,-7.73609543
3195,Vila Nova de Paiva,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",24,40.84923935,-7.730093
3196,Tomar,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",36,39.60367584,-8.4128294
3197,Paredes de Coura,Crimes contra as pessoas,65,41.91098404,-8.55958557
3198,Cávado,Crimes contra as pessoas,2904,41.54417038,-8.42193985
3199,Fafe,Crimes contra as pessoas,357,41.44867325,-8.17214012
3200,Manteigas,Crimes contra a identidade cultural e integridade pessoal,0,40.4005394,-7.53964806
3201,Alcochete,Crimes contra a identidade cultural e integridade pessoal,0,38.75603104,-8.96103191
3202,Cascais,Crimes contra a identidade cultural e integridade pessoal,6,38.69727707,-9.42175674
3203,Lisboa,Crimes contra a identidade cultural e integridade pessoal,44,38.70700836,-9.1356411
3204,Montijo,Crimes contra a identidade cultural e integridade pessoal,5,38.70584869,-8.97461796
3205,Palmela,Crimes contra a identidade cultural e integridade pessoal,0,38.57831955,-8.89970493
3206,Alentejo,Crimes contra a identidade cultural e integridade pessoal,12,38.40891647,-7.82064199
3207,Baixo Alentejo,Crimes contra a identidade cultural e integridade pessoal,3,38.01699829,-7.8670001
3208,Mértola,Crimes contra a identidade cultural e integridade pessoal,0,37.63889694,-7.66215849
3209,Lezíria do Tejo,Crimes contra a identidade cultural e integridade pessoal,7,39.22999954,-8.68000031
3210,Golegã,Crimes contra a identidade cultural e integridade pessoal,0,39.4026947,-8.48907566
3211,Rio Maior,Crimes contra a identidade cultural e integridade pessoal,0,39.33692932,-8.9362669
3212,Arronches,Crimes contra a identidade cultural e integridade pessoal,0,39.12173462,-7.28415585
3213,Castelo de Vide,Crimes contra a identidade cultural e integridade pessoal,0,39.41464996,-7.45658541
3214,Crato,Crimes contra a identidade cultural e integridade pessoal,0,-7.2369113,-39.41492462
3215,Arraiolos,Crimes contra a identidade cultural e integridade pessoal,0,38.72258759,-7.98530722
3216,Castelo de Paiva,Condução sem habilitação legal,6,41.04170227,-8.2631073
3217,Felgueiras,Condução sem habilitação legal,56,41.36618805,-8.19936275
3218,Resende,Condução sem habilitação legal,17,-22.46836281,-44.4463501
3219,Douro,Condução sem habilitação legal,118,42.01055908,-2.88028002
3220,Mesão Frio,Condução sem habilitação legal,4,41.16083908,-7.8876462
3221,Peso da Régua,Condução sem habilitação legal,13,41.16551971,-7.78618431
3222,Sabrosa,Condução sem habilitação legal,3,41.26544189,-7.5783906
3223,Terras de Trás-os-Montes,Condução sem habilitação legal,64,41.48300171,-7.21700001
3224,Peniche,Condução sem habilitação legal,49,39.35648727,-9.38147259
