city,crime,value
1160,Machico,Roubo por esticão e na via pública,4
1161,Ponta do Sol,Roubo por esticão e na via pública,0
1162,Alto Minho,Furto de veículo e em veículo motorizado,385
1163,Amares,Furto de veículo e em veículo motorizado,21
1164,Barcelos,Furto de veículo e em veículo motorizado,240
1165,Ave,Furto de veículo e em veículo motorizado,663
1166,Mondim de Basto,Furto de veículo e em veículo motorizado,5
1167,Arganil,Crimes contra animais de companhia,0
1168,Figueira da Foz,Crimes contra animais de companhia,7
1169,Mealhada,Crimes contra animais de companhia,0
1170,Montemor-o-Velho,Crimes contra animais de companhia,3
1171,Tábua,Crimes contra animais de companhia,0
1173,Porto de Mós,Crimes contra animais de companhia,7
1174,Carregal do Sal,Crimes contra animais de companhia,4
1175,Viseu,Crimes contra animais de companhia,11
1176,Belmonte,Crimes contra animais de companhia,3
1177,Guarda,Crimes contra animais de companhia,16
1178,Albergaria-a-Velha,Crimes contra animais de companhia,7
1179,Alentejo Litoral,Crimes contra animais de companhia,25
1180,Mondim de Basto,Crimes contra a integridade física,27
1181,Vieira do Minho,Crimes contra a integridade física,49
1182,Vizela,Crimes contra a integridade física,106
1183,Vale de Cambra,Crimes contra a integridade física,70
1184,Ribeira de Pena,Crimes contra a integridade física,21
1185,Vila Pouca de Aguiar,Crimes contra a integridade física,43
1186,Tâmega e Sousa,Crimes contra a integridade física,1790
1187,Arruda dos Vinhos,Crimes contra a integridade física,59
1188,Cadaval,Crimes contra a integridade física,59
1189,Mesão Frio,Crimes contra a vida em sociedade,41
1190,Tabuaço,Crimes contra a vida em sociedade,7
1191,Estarreja,Crimes contra a vida em sociedade,165
1192,Murtosa,Crimes contra a vida em sociedade,35
1193,Cantanhede,Crimes contra a vida em sociedade,194
1194,Mortágua,Crimes contra a vida em sociedade,28
1195,Pampilhosa da Serra,Crimes contra a vida em sociedade,24
1197,Penedono,Crimes contra a integridade física,9
1198,Sernancelhe,Crimes contra a integridade física,19
1199,Bragança,Crimes contra a integridade física,181
1200,Vinhais,Crimes contra a integridade física,30
1201,Lousada,Crimes contra a vida em sociedade,161
1202,Santa Marta de Penaguião,Crimes contra a vida em sociedade,24
1203,Mirandela,Crimes contra a vida em sociedade,103
1205,Alenquer,Crimes contra a vida em sociedade,175
1206,Caldas da Rainha,Crimes contra a vida em sociedade,143
1207,Óbidos,Crimes contra a vida em sociedade,98
1208,Torres Vedras,Crimes contra a vida em sociedade,272
1209,Coimbra,Crimes contra a vida em sociedade,479
1210,Condeixa-a-Nova,Crimes contra a vida em sociedade,35
1211,Góis,Crimes contra a vida em sociedade,25
1212,Mealhada,Crimes contra a vida em sociedade,106
1213,Tábua,Crimes contra a vida em sociedade,39
1214,Marinha Grande,Crimes contra a vida em sociedade,133
1230,Vila Pouca de Aguiar,Violência doméstica contra cônjuge ou análogos,23
1231,Baião,Violência doméstica contra cônjuge ou análogos,42
1232,Óbidos,Crimes contra a integridade física,46
1233,Torres Vedras,Crimes contra a integridade física,329
1234,Murtosa,Crimes contra a integridade física,81
1235,Montemor-o-Velho,Crimes contra a integridade física,80
1236,Alto Tâmega,Furto de veículo e em veículo motorizado,91
1237,Boticas,Furto de veículo e em veículo motorizado,3
1238,Chaves,Furto de veículo e em veículo motorizado,59
1239,Montalegre,Furto de veículo e em veículo motorizado,7
1240,Vila Pouca de Aguiar,Furto de veículo e em veículo motorizado,5
1241,Freixo de Espada à Cinta,Furto de veículo e em veículo motorizado,0
1242,Mesão Frio,Furto de veículo e em veículo motorizado,4
1243,Sabrosa,Furto de veículo e em veículo motorizado,9
1244,São João da Pesqueira,Furto de veículo e em veículo motorizado,8
1245,Alenquer,Furto de veículo e em veículo motorizado,86
1246,Cadaval,Furto de veículo e em veículo motorizado,44
1247,Mealhada,Furto de veículo e em veículo motorizado,37
1248,Mira,Furto de veículo e em veículo motorizado,31
1249,Miranda do Corvo,Furto de veículo e em veículo motorizado,6
1250,Penacova,Furto de veículo e em veículo motorizado,19
1251,Vila Nova de Poiares,Furto de veículo e em veículo motorizado,7
1252,Ansião,Furto de veículo e em veículo motorizado,20
1253,Castanheira de Pêra,Furto de veículo e em veículo motorizado,3
1254,Cartaxo,Crimes contra animais de companhia,13
1255,Alto Alentejo,Crimes contra animais de companhia,40
1256,Arronches,Crimes contra animais de companhia,0
1257,Fronteira,Crimes contra animais de companhia,0
1258,Ponte de Sor,Crimes contra animais de companhia,4
1259,Évora,Crimes contra animais de companhia,15
1260,Aljezur,Crimes contra animais de companhia,3
1261,Olhão,Crimes contra animais de companhia,7
1262,Silves,Crimes contra animais de companhia,9
1264,Calheta,Crimes contra animais de companhia,0
1265,Batalha,Crimes contra a integridade física,90
1266,Leiria,Crimes contra a integridade física,557
1267,Porto de Mós,Crimes contra a integridade física,102
1268,Carregal do Sal,Crimes contra a integridade física,63
1269,Mação,Crimes contra a integridade física,38
1270,Vila de Rei,Crimes contra a integridade física,15
1271,Fornos de Algodres,Crimes contra a integridade física,17
1272,Guarda,Crimes contra a integridade física,176
1273,Mêda,Crimes contra a integridade física,14
1274,Sabugal,Crimes contra a integridade física,40
1275,Seia,Crimes contra a integridade física,151
1276,Trancoso,Crimes contra a integridade física,53
1277,Odivelas,Crimes contra a integridade física,649
1278,Palmela,Crimes contra a integridade física,359
1279,Alentejo,Crimes contra a integridade física,4215
1280,Grândola,Crimes contra a integridade física,95
1281,Santiago do Cacém,Crimes contra a integridade física,160
1282,Baixo Alentejo,Crimes contra a integridade física,744
1283,Barrancos,Crimes contra a integridade física,18
1284,Moura,Crimes contra a integridade física,92
1285,Castanheira de Pêra,Crimes contra a vida em sociedade,18
1286,Leiria,Crimes contra a vida em sociedade,295
1287,Penalva do Castelo,Crimes contra a vida em sociedade,12
1288,São Pedro do Sul,Crimes contra a vida em sociedade,48
1289,Alcanena,Crimes contra a vida em sociedade,54
1299,Valpaços,Violência doméstica contra cônjuge ou análogos,28
1300,Águeda,Crimes contra a integridade física,183
1301,Cantanhede,Crimes contra a integridade física,205
1302,Vila do Conde,Furto de veículo e em veículo motorizado,346
1303,Vila Nova de Gaia,Furto de veículo e em veículo motorizado,1332
1304,Amarante,Furto de veículo e em veículo motorizado,54
1305,Baião,Furto de veículo e em veículo motorizado,16
1306,Castelo de Paiva,Furto de veículo e em veículo motorizado,20
1307,Lousada,Furto de veículo e em veículo motorizado,103
1308,Lamego,Furto de veículo e em veículo motorizado,32
1309,Torre de Moncorvo,Furto de veículo e em veículo motorizado,5
1310,Terras de Trás-os-Montes,Furto de veículo e em veículo motorizado,79
1311,Miranda do Douro,Furto de veículo e em veículo motorizado,0
1313,Torres Vedras,Furto de veículo e em veículo motorizado,219
1315,Góis,Furto de veículo e em veículo motorizado,0
1316,Batalha,Furto de veículo e em veículo motorizado,29
1317,Figueiró dos Vinhos,Furto de veículo e em veículo motorizado,3
1318,Marinha Grande,Furto de veículo e em veículo motorizado,87
1319,Alvito,Crimes contra animais de companhia,0
1320,Castro Verde,Crimes contra animais de companhia,3
1321,Almeirim,Crimes contra animais de companhia,8
1322,Mourão,Crimes contra animais de companhia,6
1323,Vendas Novas,Crimes contra animais de companhia,0
1324,Almeirim,Crimes contra a integridade física,107
1325,Azambuja,Crimes contra a integridade física,117
1326,Coruche,Crimes contra a integridade física,95
1327,Idanha-a-Nova,Furto de veículo e em veículo motorizado,9
1328,Vila Velha de Ródão,Furto de veículo e em veículo motorizado,0
1330,Cascais,Furto de veículo e em veículo motorizado,755
1331,Loures,Furto de veículo e em veículo motorizado,476
1332,Mafra,Furto de veículo e em veículo motorizado,212
1333,Setúbal,Furto de veículo e em veículo motorizado,482
1334,Vila Franca de Xira,Furto de veículo e em veículo motorizado,245
1335,Baixo Alentejo,Furto de veículo e em veículo motorizado,170
1336,Almodôvar,Furto de veículo e em veículo motorizado,0
1337,Cuba,Furto de veículo e em veículo motorizado,4
1338,Moura,Furto de veículo e em veículo motorizado,13
1339,Vidigueira,Furto de veículo e em veículo motorizado,11
1340,Salvaterra de Magos,Furto de veículo e em veículo motorizado,40
1341,Alter do Chão,Furto de veículo e em veículo motorizado,0
1342,Guimarães,Crimes previstos em legislação avulsa,169
1344,Espinho,Crimes previstos em legislação avulsa,52
1345,Alto Tâmega,Crimes previstos em legislação avulsa,100
1346,Boticas,Crimes previstos em legislação avulsa,0
1347,Montalegre,Crimes previstos em legislação avulsa,0
1348,Valpaços,Crimes previstos em legislação avulsa,20
1349,Vila Pouca de Aguiar,Crimes previstos em legislação avulsa,14
1350,Cinfães,Crimes previstos em legislação avulsa,47
1351,Carrazeda de Ansiães,Crimes previstos em legislação avulsa,3
1352,Penedono,Crimes previstos em legislação avulsa,0
1353,São João da Pesqueira,Crimes previstos em legislação avulsa,9
1354,Miranda do Douro,Crimes previstos em legislação avulsa,8
1356,Bombarral,Crimes previstos em legislação avulsa,25
1358,Ílhavo,Crimes previstos em legislação avulsa,46
1359,Oliveira do Bairro,Crimes previstos em legislação avulsa,81
1360,Ovar,Crimes previstos em legislação avulsa,91
1361,Sever do Vouga,Crimes previstos em legislação avulsa,0
1363,Arganil,Crimes previstos em legislação avulsa,15
1364,Sabrosa,Violência doméstica contra cônjuge ou análogos,11
1365,Santa Marta de Penaguião,Violência doméstica contra cônjuge ou análogos,16
1366,Alenquer,Violência doméstica contra cônjuge ou análogos,103
1367,Arruda dos Vinhos,Violência doméstica contra cônjuge ou análogos,29
1368,Anadia,Violência doméstica contra cônjuge ou análogos,63
1369,Pampilhosa da Serra,Violência doméstica contra cônjuge ou análogos,13
1370,Vila Nova de Poiares,Violência doméstica contra cônjuge ou análogos,10
1371,Arraiolos,Condução sem habilitação legal,4
1372,Évora,Condução sem habilitação legal,59
1373,Montemor-o-Novo,Condução sem habilitação legal,19
1374,Mora,Condução sem habilitação legal,0
1375,Vila Viçosa,Condução sem habilitação legal,13
1376,Lagos,Condução sem habilitação legal,54
1377,Loulé,Condução sem habilitação legal,149
1378,Vila Nova de Cerveira,Crimes contra as pessoas,95
1379,Barcelos,Crimes contra as pessoas,775
1380,Ave,Crimes contra as pessoas,2646
1381,Mondim de Basto,Crimes contra as pessoas,56
1382,Póvoa de Lanhoso,Crimes contra as pessoas,203
1383,Oliveira de Azeméis,Crimes contra as pessoas,420
1384,Trofa,Crimes contra as pessoas,214
1385,Alto Tâmega,Crimes contra as pessoas,673
1386,Tâmega e Sousa,Crimes contra as pessoas,2738
1387,Mêda,Crimes contra a identidade cultural e integridade pessoal,0
1389,Mafra,Crimes contra a identidade cultural e integridade pessoal,0
1390,Odivelas,Crimes contra a identidade cultural e integridade pessoal,4
1391,Setúbal,Crimes contra a identidade cultural e integridade pessoal,0
1392,Odemira,Crimes contra a identidade cultural e integridade pessoal,0
1393,Santarém,Crimes contra a identidade cultural e integridade pessoal,0
1394,Monforte,Crimes contra a identidade cultural e integridade pessoal,0
1395,Santa Maria da Feira,Condução sem habilitação legal,145
1396,Trofa,Condução sem habilitação legal,51
1397,Vila do Conde,Condução sem habilitação legal,171
1398,Montalegre,Condução sem habilitação legal,4
1399,Celorico de Basto,Condução sem habilitação legal,4
1400,Carrazeda de Ansiães,Condução sem habilitação legal,3
1401,Bragança,Condução sem habilitação legal,28
1402,Miranda do Douro,Condução sem habilitação legal,0
1403,Mogadouro,Condução sem habilitação legal,9
1404,Oeste,Condução sem habilitação legal,681
1405,Óbidos,Condução sem habilitação legal,31
1406,Oliveira do Hospital,Condução sem habilitação legal,23
1407,Leiria,Condução sem habilitação legal,168
1408,Porto de Mós,Condução sem habilitação legal,21
1409,Aguiar da Beira,Condução sem habilitação legal,5
1410,Redondo,Ofensa à integridade física voluntária simples,21
1411,Murça,Crimes contra as pessoas,41
1412,Torre de Moncorvo,Crimes contra as pessoas,80
1413,Terras de Trás-os-Montes,Crimes contra as pessoas,832
1414,Alijó,Crimes contra o património,88
1415,Santa Marta de Penaguião,Crimes contra o património,28
1416,Vila Nova de Foz Côa,Crimes contra o património,69
1417,Bragança,Crimes contra o património,444
1418,Sobral de Monte Agraço,Crimes contra o património,189
1419,Torres Vedras,Crimes contra o património,1257
1420,Arganil,Crimes contra o património,97
1421,Figueira da Foz,Crimes contra o património,918
1422,Mortágua,Crimes contra o património,86
1423,Vila Nova de Poiares,Crimes contra o património,59
1424,Castanheira de Pêra,Crimes contra o património,28
1425,Marinha Grande,Crimes contra o património,618
1426,Porto de Mós,Crimes contra o património,336
1427,Oliveira de Frades,Crimes contra o património,110
1428,Vila Nova de Paiva,Crimes contra o património,35
1429,Proença-a-Nova,Crimes contra o património,79
1430,Figueira de Castelo Rodrigo,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",10
1431,Barreiro,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",205
1432,Alcoutim,Ofensa à integridade física voluntária simples,9
1433,Aljezur,Ofensa à integridade física voluntária simples,25
1434,Monchique,Ofensa à integridade física voluntária simples,13
1435,Vila da Praia da Vitória,Ofensa à integridade física voluntária simples,63
1437,Ponte da Barca,Violência doméstica contra cônjuge ou análogos,41
1438,Vila Nova de Cerveira,Violência doméstica contra cônjuge ou análogos,28
1439,Cabeceiras de Basto,Violência doméstica contra cônjuge ou análogos,28
1440,Paredes,Violência doméstica contra cônjuge ou análogos,211
1441,Vale de Cambra,Violência doméstica contra cônjuge ou análogos,38
1442,Valongo,Violência doméstica contra cônjuge ou análogos,179
1443,Mourão,Crimes contra a identidade cultural e integridade pessoal,0
1444,Viana do Alentejo,Crimes contra a identidade cultural e integridade pessoal,0
1445,Aljezur,Crimes contra a identidade cultural e integridade pessoal,0
1447,Santa Cruz das Flores,Crimes contra a identidade cultural e integridade pessoal,0
1448,Santa Cruz,Crimes contra a identidade cultural e integridade pessoal,0
1449,São Vicente,Crimes contra a identidade cultural e integridade pessoal,0
1451,Ponte da Barca,Crimes contra a vida em sociedade,135
1452,Ponte de Lima,Crimes contra a vida em sociedade,137
1453,Barcelos,Crimes contra a vida em sociedade,251
1454,Espinho,Crimes contra a vida em sociedade,76
1455,Matosinhos,Crimes contra a vida em sociedade,280
1456,Monchique,Condução sem habilitação legal,0
1457,Silves,Condução sem habilitação legal,34
1459,Lajes do Pico,Condução sem habilitação legal,0
1460,Povoação,Condução sem habilitação legal,0
1461,Ribeira Grande,Condução sem habilitação legal,68
1462,Vila do Porto,Condução sem habilitação legal,3
1463,Vila Franca do Campo,Condução sem habilitação legal,9
1464,Ribeira Brava,Condução sem habilitação legal,6
1465,Lezíria do Tejo,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",620
1466,Mora,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",0
1467,Vendas Novas,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",58
1468,Aljezur,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",21
1469,Olhão,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",48
1470,Vagos,Crimes contra as pessoas,135
1471,Arganil,Crimes contra as pessoas,95
1472,Góis,Crimes contra as pessoas,38
1473,Lousã,Crimes contra as pessoas,102
1474,Penela,Crimes contra as pessoas,21
1475,Alvaiázere,Crimes contra as pessoas,38
1476,Carregal do Sal,Crimes contra as pessoas,106
1477,Penalva do Castelo,Crimes contra as pessoas,59
1478,Alcanena,Crimes contra as pessoas,81
1479,Entroncamento,Crimes contra as pessoas,174
1480,Vila Nova da Barquinha,Crimes contra as pessoas,49
1481,Almeida,Crimes contra as pessoas,61
1482,Covilhã,Crimes contra as pessoas,606
1483,Figueira de Castelo Rodrigo,Crimes contra as pessoas,71
1484,Fornos de Algodres,Crimes contra as pessoas,25
1485,Mêda,Crimes contra as pessoas,26
1486,Seia,Crimes contra as pessoas,253
1487,Alcochete,Crimes contra as pessoas,122
1488,Mafra,Crimes contra as pessoas,623
1489,Moita,Crimes contra as pessoas,620
1490,Sesimbra,Crimes contra as pessoas,502
1491,Setúbal,Crimes contra as pessoas,1163
1492,Alentejo Litoral,Crimes contra as pessoas,1028
1493,Grândola,Crimes contra as pessoas,178
1494,Covilhã,Crimes contra o património,691
1495,São Pedro do Sul,Condução sem habilitação legal,7
1496,Penamacor,Condução sem habilitação legal,0
1497,Vila Nova da Barquinha,Condução sem habilitação legal,12
1498,Belmonte,Condução sem habilitação legal,7
1500,Amadora,Condução sem habilitação legal,463
1501,Barreiro,Condução sem habilitação legal,329
1502,Palmela,Condução sem habilitação legal,114
1503,Aljustrel,Condução sem habilitação legal,5
1504,Beja,Condução sem habilitação legal,46
1505,Mértola,Condução sem habilitação legal,9
1506,Crato,Condução sem habilitação legal,3
1507,Alandroal,Condução sem habilitação legal,4
1508,Trancoso,Crimes contra o património,73
1510,Alcochete,Crimes contra o património,298
1511,Amadora,Crimes contra o património,2732
1512,Loures,Crimes contra o património,3014
1513,Aljustrel,Crimes contra o património,118
1514,Crato,Crimes contra o património,43
1515,Ponte de Sor,Crimes contra o património,238
1516,Alentejo Central,Crimes contra o património,1899
1517,Estremoz,Crimes contra o património,157
1518,Montemor-o-Novo,Crimes contra o património,204
1519,Algarve,Crimes contra o património,12790
1520,Aljezur,Crimes contra o património,196
1521,Corvo,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",0
1522,Machico,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",25
1523,Porto Santo,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",49
1524,Santana,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",8
1525,São Vicente,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",33
1526,Arcos de Valdevez,Crimes contra o Estado,14
1527,Valença,Crimes contra o Estado,8
1528,Vizela,Crimes contra o Estado,13
1529,Maia,Crimes contra o Estado,40
1530,Valongo,Crimes contra o Estado,21
1531,Tâmega e Sousa,Crimes contra o Estado,179
1532,Amarante,Crimes contra o Estado,27
1533,Cinfães,Crimes contra o Estado,0
1534,Vila Nova de Foz Côa,Crimes contra o Estado,0
1535,Sines,Crimes contra as pessoas,193
1536,Moura,Crimes contra as pessoas,148
1537,Serpa,Crimes contra as pessoas,116
1538,Lezíria do Tejo,Crimes contra as pessoas,2133
1539,Azambuja,Crimes contra as pessoas,178
1540,Benavente,Crimes contra as pessoas,288
1541,Nisa,Crimes contra as pessoas,54
1542,Borba,Crimes contra as pessoas,52
1543,Mora,Crimes contra as pessoas,54
1544,Viana do Alentejo,Crimes contra as pessoas,49
1545,Aljezur,Crimes contra as pessoas,79
1546,Lagos,Crimes contra as pessoas,451
1547,Olhão,Crimes contra as pessoas,559
1548,Vila do Bispo,Crimes contra as pessoas,106
1549,Lagoa,Crimes contra as pessoas,267
1550,Ponta do Sol,Crimes contra as pessoas,58
1551,Santana,Crimes contra as pessoas,46
1552,Calheta,Crimes contra o património,29
1553,Horta,Crimes contra o património,164
1555,Porto Santo,Crimes contra o património,84
1556,Ribeira Brava,Crimes contra o património,83
1557,Arcos de Valdevez,Roubo por esticão e na via pública,0
1558,Monção,Roubo por esticão e na via pública,0
1559,Ponte de Lima,Roubo por esticão e na via pública,6
1560,Vila Nova de Cerveira,Roubo por esticão e na via pública,0
1561,Fafe,Roubo por esticão e na via pública,10
1562,Guimarães,Roubo por esticão e na via pública,28
1563,Gondomar,Roubo por esticão e na via pública,55
1564,Valongo,Roubo por esticão e na via pública,24
1565,Alto Tâmega,Roubo por esticão e na via pública,0
1566,Amarante,Roubo por esticão e na via pública,5
1567,Terras de Trás-os-Montes,Crimes contra o Estado,39
1568,Vagos,Crimes contra o Estado,15
1569,Miranda do Corvo,Crimes contra o Estado,0
1570,Penacova,Crimes contra o Estado,0
1572,Ferreira do Zêzere,Crimes contra o Estado,0
1573,Almeida,Crimes contra o Estado,0
1575,Valença,Crimes de homicídio voluntário consumado,0
1576,Esposende,Crimes de homicídio voluntário consumado,0
1577,Espinho,Crimes de homicídio voluntário consumado,0
1578,Valongo,Crimes de homicídio voluntário consumado,0
1579,Vila do Conde,Crimes de homicídio voluntário consumado,0
1580,Alto Tâmega,Crimes de homicídio voluntário consumado,0
1581,Valpaços,Crimes de homicídio voluntário consumado,0
1582,Paços de Ferreira,Crimes de homicídio voluntário consumado,0
1583,Resende,Crimes de homicídio voluntário consumado,0
1584,Murça,Crimes de homicídio voluntário consumado,0
1585,Sernancelhe,Crimes de homicídio voluntário consumado,0
1586,Tarouca,Crimes de homicídio voluntário consumado,0
1587,Vimioso,Crimes de homicídio voluntário consumado,0
1588,Alenquer,Crimes de homicídio voluntário consumado,0
1589,Lourinhã,Crimes de homicídio voluntário consumado,0
1590,Douro,Roubo por esticão e na via pública,0
1591,Lamego,Roubo por esticão e na via pública,4
1592,Torre de Moncorvo,Roubo por esticão e na via pública,0
1593,Mirandela,Roubo por esticão e na via pública,0
1594,Oeste,Roubo por esticão e na via pública,125
1595,Óbidos,Roubo por esticão e na via pública,0
1596,Cantanhede,Roubo por esticão e na via pública,5
1597,Soure,Roubo por esticão e na via pública,0
1598,Pombal,Roubo por esticão e na via pública,10
1599,Viseu Dão Lafões,Roubo por esticão e na via pública,26
1600,Oliveira de Frades,Roubo por esticão e na via pública,0
1601,Penalva do Castelo,Roubo por esticão e na via pública,0
1602,Vouzela,Roubo por esticão e na via pública,0
1603,Castelo Branco,Roubo por esticão e na via pública,22
1604,Penamacor,Roubo por esticão e na via pública,0
1605,Setúbal,Crimes contra o Estado,71
1606,Alentejo,Crimes contra o Estado,563
1607,Aljustrel,Crimes contra o Estado,0
1608,Castro Verde,Crimes contra o Estado,5
1609,Cuba,Crimes contra o Estado,0
1610,Ferreira do Alentejo,Crimes contra o Estado,6
1611,Serpa,Crimes contra o Estado,5
1612,Azambuja,Crimes contra o Estado,22
1613,Chamusca,Crimes contra o Estado,0
1614,Alto Alentejo,Crimes contra o Estado,98
1615,Avis,Crimes contra o Estado,11
1616,Crato,Crimes contra o Estado,0
1617,Portalegre,Crimes contra o Estado,0
1618,Alandroal,Crimes contra o Estado,0
1619,Mourão,Crimes contra o Estado,3
1620,Faro,Crimes contra o Estado,47
1621,Loulé,Crimes contra o Estado,100
1622,Vila do Bispo,Crimes contra o Estado,0
1623,Vila Real de Santo António,Crimes contra o Estado,0
1624,Vila da Praia da Vitória,Crimes contra o Estado,11
1625,Pampilhosa da Serra,Crimes de homicídio voluntário consumado,0
1626,Penela,Crimes de homicídio voluntário consumado,0
1627,Castanheira de Pêra,Crimes de homicídio voluntário consumado,0
1628,Castelo Branco,Crimes de homicídio voluntário consumado,0
1629,Ferreira do Zêzere,Crimes de homicídio voluntário consumado,0
1630,Mação,Crimes de homicídio voluntário consumado,0
1631,Covilhã,Crimes de homicídio voluntário consumado,0
1632,Seia,Crimes de homicídio voluntário consumado,0
1633,Oeiras,Crimes de homicídio voluntário consumado,0
1634,Cuba,Crimes de homicídio voluntário consumado,0
1635,Tomar,Roubo por esticão e na via pública,10
1636,Celorico da Beira,Roubo por esticão e na via pública,0
1637,Manteigas,Roubo por esticão e na via pública,0
1638,Moura,Roubo por esticão e na via pública,0
1639,Chamusca,Roubo por esticão e na via pública,0
1640,Rio Maior,Roubo por esticão e na via pública,7
1641,Marvão,Roubo por esticão e na via pública,0
1642,Arraiolos,Roubo por esticão e na via pública,0
1643,Porto Santo,Crimes contra o Estado,4
1644,Alto Minho,Crimes contra animais de companhia,49
1645,Ponte da Barca,Crimes contra animais de companhia,4
1646,Ponte de Lima,Crimes contra animais de companhia,7
1647,Valença,Crimes contra animais de companhia,3
1648,Vila Nova de Gaia,Crimes contra animais de companhia,43
1649,Chaves,Crimes contra animais de companhia,4
1650,Penafiel,Crimes contra animais de companhia,7
1651,Bragança,Crimes contra animais de companhia,8
1652,Vila Flor,Crimes contra animais de companhia,3
1653,Coruche,Crimes de homicídio voluntário consumado,0
1654,Crato,Crimes de homicídio voluntário consumado,0
1655,Portalegre,Crimes de homicídio voluntário consumado,0
1656,Sousel,Crimes de homicídio voluntário consumado,0
1657,Vendas Novas,Crimes de homicídio voluntário consumado,0
1658,Albufeira,Crimes de homicídio voluntário consumado,0
1659,Olhão,Crimes de homicídio voluntário consumado,0
1661,Funchal,Crimes de homicídio voluntário consumado,0
1662,Machico,Crimes de homicídio voluntário consumado,0
1663,Santa Cruz,Crimes de homicídio voluntário consumado,0
1665,Ponte de Lima,Crimes contra a integridade física,202
1666,Valença,Crimes contra a integridade física,119
1667,Esposende,Crimes contra a integridade física,163
1668,Ave,Crimes contra a integridade física,1690
1669,Cabeceiras de Basto,Crimes contra a integridade física,67
1670,Algarve,Roubo por esticão e na via pública,434
1671,Lagoa,Roubo por esticão e na via pública,12
1672,Lagos,Roubo por esticão e na via pública,15
1673,São Brás de Alportel,Roubo por esticão e na via pública,3
1674,Madalena,Roubo por esticão e na via pública,0
1675,Ribeira Brava,Roubo por esticão e na via pública,0
1676,São Vicente,Roubo por esticão e na via pública,0
1677,Ponte de Lima,Furto de veículo e em veículo motorizado,67
1678,Valença,Furto de veículo e em veículo motorizado,28
1679,Fafe,Furto de veículo e em veículo motorizado,56
1680,Guimarães,Furto de veículo e em veículo motorizado,261
1681,Póvoa de Varzim,Furto de veículo e em veículo motorizado,225
1682,Santa Maria da Feira,Furto de veículo e em veículo motorizado,265
1683,Santo Tirso,Furto de veículo e em veículo motorizado,175
1684,Ílhavo,Crimes contra animais de companhia,3
1685,Murtosa,Crimes contra animais de companhia,0
1686,Sever do Vouga,Crimes contra animais de companhia,0
1687,Mira,Crimes contra animais de companhia,4
1688,Mortágua,Crimes contra animais de companhia,0
1689,Soure,Crimes contra animais de companhia,0
1690,Ansião,Crimes contra animais de companhia,0
1691,Viseu Dão Lafões,Crimes contra animais de companhia,43
1692,Sátão,Crimes contra animais de companhia,0
1693,Beira Baixa,Crimes contra animais de companhia,43
1694,Constância,Crimes contra animais de companhia,0
1695,Torres Novas,Crimes contra animais de companhia,13
1696,Mêda,Crimes contra animais de companhia,0
1697,Sabugal,Crimes contra animais de companhia,0
1699,Alcochete,Crimes contra animais de companhia,8
1700,Almada,Crimes contra animais de companhia,23
1701,Moita,Crimes contra animais de companhia,11
1702,Sines,Crimes contra animais de companhia,6
1703,Oliveira de Azeméis,Crimes contra a integridade física,280
1704,São João da Madeira,Crimes contra a integridade física,152
1705,Alto Tâmega,Crimes contra a integridade física,400
1706,Valpaços,Crimes contra a integridade física,72
1707,Celorico de Basto,Crimes contra a integridade física,78
1708,Cinfães,Crimes contra a integridade física,91
1709,Faro,Crimes contra animais de companhia,19
1710,Lagos,Crimes contra animais de companhia,16
1711,Angra do Heroísmo,Crimes contra animais de companhia,12
1712,Lajes das Flores,Crimes contra animais de companhia,0
1713,Madalena,Crimes contra animais de companhia,0
1715,Calheta,Crimes contra animais de companhia,5
1716,Monção,Crimes previstos em legislação avulsa,19
1717,Paredes de Coura,Crimes previstos em legislação avulsa,8
1718,Figueiró dos Vinhos,Crimes contra a integridade física,22
1719,Marinha Grande,Crimes contra a integridade física,255
1720,Pedrógão Grande,Crimes contra a integridade física,20
1721,Viseu Dão Lafões,Crimes contra a integridade física,1215
1722,Santa Comba Dão,Crimes contra a integridade física,46
1723,Sátão,Crimes contra a integridade física,45
1724,Tondela,Crimes contra a integridade física,102
1725,Beira Baixa,Crimes contra a integridade física,391
1726,Castelo Branco,Crimes contra a integridade física,262
1727,Vila Nova da Barquinha,Crimes contra a integridade física,22
1728,Seixal,Crimes contra a integridade física,793
1729,Rio Maior,Crimes contra a integridade física,109
1730,Santa Comba Dão,Furto de veículo e em veículo motorizado,10
1731,Constância,Furto de veículo e em veículo motorizado,4
1732,Mação,Furto de veículo e em veículo motorizado,5
1733,Ourém,Furto de veículo e em veículo motorizado,59
1734,Sardoal,Furto de veículo e em veículo motorizado,0
1735,Covilhã,Furto de veículo e em veículo motorizado,30
1736,Moita,Furto de veículo e em veículo motorizado,172
