city,crime,value
4394,Coruche,Crimes contra o património,356
4395,Sousel,Crimes contra o património,55
4396,Mourão,Crimes contra o património,70
4398,Lagoa,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",26
4399,Lajes do Pico,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",0
4400,Santa Cruz da Graciosa,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",9
4401,Velas,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",16
4402,Câmara de Lobos,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",218
4403,Ponta do Sol,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",5
4404,Vila Nova de Cerveira,Crimes contra o Estado,0
4405,Almodôvar,Crimes contra a vida em sociedade,31
4406,Azambuja,Crimes contra a vida em sociedade,146
4407,Viana do Alentejo,Crimes contra a vida em sociedade,47
4408,Castro Marim,Crimes contra a vida em sociedade,15
4426,Alcanena,Violência doméstica contra cônjuge ou análogos,20
4427,Guimarães,Crimes contra a identidade cultural e integridade pessoal,0
4428,Póvoa de Lanhoso,Crimes contra a identidade cultural e integridade pessoal,0
4429,Tábua,Crimes previstos em legislação avulsa,13
4430,Vila Nova de Poiares,Crimes previstos em legislação avulsa,0
4431,Carregal do Sal,Crimes previstos em legislação avulsa,11
4432,Mangualde,Crimes previstos em legislação avulsa,57
4433,Nelas,Crimes previstos em legislação avulsa,26
4434,Vila Nova de Paiva,Crimes previstos em legislação avulsa,6
4435,Oleiros,Crimes previstos em legislação avulsa,0
4436,Vila Velha de Ródão,Crimes previstos em legislação avulsa,0
4437,Entroncamento,Crimes previstos em legislação avulsa,26
4438,Sertã,Crimes previstos em legislação avulsa,21
4439,Torres Novas,Crimes previstos em legislação avulsa,87
4440,Vila de Rei,Crimes previstos em legislação avulsa,0
4441,Montijo,Crimes previstos em legislação avulsa,224
4442,Sesimbra,Crimes previstos em legislação avulsa,162
4443,Beja,Crimes previstos em legislação avulsa,88
4444,Alpiarça,Crimes previstos em legislação avulsa,34
4445,Santarém,Crimes previstos em legislação avulsa,120
4446,Chaves,Ofensa à integridade física voluntária simples,83
4447,Vila Pouca de Aguiar,Ofensa à integridade física voluntária simples,9
4448,Carrazeda de Ansiães,Ofensa à integridade física voluntária simples,12
4449,Penedono,Ofensa à integridade física voluntária simples,3
4450,Bragança,Ofensa à integridade física voluntária simples,94
4451,Vila Flor,Ofensa à integridade física voluntária simples,10
4452,Arruda dos Vinhos,Ofensa à integridade física voluntária simples,21
4453,Aveiro,Ofensa à integridade física voluntária simples,172
4454,Estarreja,Ofensa à integridade física voluntária simples,70
4455,Almeida,Violência doméstica contra cônjuge ou análogos,10
4456,Trancoso,Violência doméstica contra cônjuge ou análogos,27
4457,Grândola,Violência doméstica contra cônjuge ou análogos,41
4458,Almodôvar,Violência doméstica contra cônjuge ou análogos,8
4459,Castro Verde,Violência doméstica contra cônjuge ou análogos,10
4460,Mértola,Violência doméstica contra cônjuge ou análogos,5
4461,Serpa,Violência doméstica contra cônjuge ou análogos,23
4462,Chamusca,Violência doméstica contra cônjuge ou análogos,18
4463,Resende,Roubo por esticão e na via pública,0
4464,Miranda do Douro,Crimes contra o Estado,0
4465,Mirandela,Crimes contra o Estado,0
4466,Vimioso,Crimes contra o Estado,3
4467,Alcobaça,Crimes contra o Estado,15
4468,Óbidos,Crimes contra o Estado,8
4469,Águeda,Crimes contra o Estado,48
4470,Aveiro,Crimes contra o Estado,38
4471,Estarreja,Crimes contra o Estado,8
4472,Mira,Crimes contra o Estado,3
4473,Mortágua,Crimes contra o Estado,0
4474,Soure,Crimes contra o Estado,0
4475,Leiria,Crimes contra o Estado,32
4476,Carregal do Sal,Crimes contra o Estado,4
4477,Santa Comba Dão,Crimes contra o Estado,6
4478,Vila de Rei,Crimes contra o Estado,0
4479,Seia,Crimes contra o Estado,14
4480,Trancoso,Crimes contra o Estado,9
4481,Alcochete,Crimes contra o Estado,17
4482,Mondim de Basto,Crimes de homicídio voluntário consumado,0
4483,Póvoa de Lanhoso,Crimes de homicídio voluntário consumado,0
4484,Vale de Cambra,Crimes de homicídio voluntário consumado,0
4485,Ribeira de Pena,Crimes de homicídio voluntário consumado,0
4486,Vila Pouca de Aguiar,Crimes de homicídio voluntário consumado,0
4487,Marco de Canaveses,Crimes de homicídio voluntário consumado,0
4488,Penafiel,Crimes de homicídio voluntário consumado,0
4489,Santa Marta de Penaguião,Crimes de homicídio voluntário consumado,0
4491,Oeste,Crimes de homicídio voluntário consumado,0
4492,Nazaré,Crimes de homicídio voluntário consumado,0
4493,Sobral de Monte Agraço,Crimes de homicídio voluntário consumado,0
4494,Torres Vedras,Crimes de homicídio voluntário consumado,0
4495,Anadia,Crimes de homicídio voluntário consumado,0
4496,Oliveira do Bairro,Crimes de homicídio voluntário consumado,0
4497,Carrazeda de Ansiães,Roubo por esticão e na via pública,0
4498,Mesão Frio,Roubo por esticão e na via pública,0
4499,Peso da Régua,Roubo por esticão e na via pública,3
4500,Sabrosa,Roubo por esticão e na via pública,0
4501,Sernancelhe,Roubo por esticão e na via pública,0
4502,Macedo de Cavaleiros,Roubo por esticão e na via pública,0
4503,Vinhais,Roubo por esticão e na via pública,0
4505,Albergaria-a-Velha,Roubo por esticão e na via pública,3
4506,Estarreja,Roubo por esticão e na via pública,7
4507,Pampilhosa da Serra,Roubo por esticão e na via pública,0
4508,Ansião,Roubo por esticão e na via pública,0
4509,Figueiró dos Vinhos,Roubo por esticão e na via pública,0
4510,Leiria,Roubo por esticão e na via pública,47
4511,Santa Comba Dão,Roubo por esticão e na via pública,0
4512,Idanha-a-Nova,Roubo por esticão e na via pública,0
4513,Amadora,Crimes contra o Estado,322
4514,Loures,Crimes contra o Estado,151
4515,Oeiras,Crimes contra o Estado,113
4516,Seixal,Crimes contra o Estado,60
4517,Grândola,Crimes contra o Estado,33
4518,Santarém,Crimes contra o Estado,28
4519,Sousel,Crimes contra o Estado,0
4520,Borba,Crimes contra o Estado,4
4521,Algarve,Crimes contra o Estado,428
4522,Silves,Crimes contra o Estado,18
4524,Calheta,Crimes contra o Estado,0
4525,Corvo,Crimes contra o Estado,0
4526,Povoação,Crimes contra o Estado,0
4527,São Roque do Pico,Crimes contra o Estado,3
4529,Mortágua,Crimes de homicídio voluntário consumado,0
4530,Oliveira do Hospital,Crimes de homicídio voluntário consumado,0
4531,Tábua,Crimes de homicídio voluntário consumado,0
4532,Vila Nova de Poiares,Crimes de homicídio voluntário consumado,0
4533,Ansião,Crimes de homicídio voluntário consumado,0
4534,Oliveira de Frades,Crimes de homicídio voluntário consumado,0
4535,São Pedro do Sul,Crimes de homicídio voluntário consumado,0
4536,Vila Nova da Barquinha,Crimes de homicídio voluntário consumado,0
4537,Sabugal,Crimes de homicídio voluntário consumado,0
4538,Lisboa,Crimes de homicídio voluntário consumado,12
4539,Loures,Crimes de homicídio voluntário consumado,4
4540,Sesimbra,Crimes de homicídio voluntário consumado,0
4541,Sintra,Crimes de homicídio voluntário consumado,5
4542,Alentejo Litoral,Crimes de homicídio voluntário consumado,3
4543,Santiago do Cacém,Crimes de homicídio voluntário consumado,0
4544,Barrancos,Crimes de homicídio voluntário consumado,0
4545,Moura,Crimes de homicídio voluntário consumado,0
4546,Seia,Roubo por esticão e na via pública,0
4547,Lisboa,Roubo por esticão e na via pública,1705
4548,Grândola,Roubo por esticão e na via pública,3
4549,Ferreira do Alentejo,Roubo por esticão e na via pública,0
4550,Azambuja,Roubo por esticão e na via pública,5
4551,Cartaxo,Roubo por esticão e na via pública,5
4552,Alto Alentejo,Roubo por esticão e na via pública,20
4553,Alandroal,Roubo por esticão e na via pública,0
4554,Estremoz,Roubo por esticão e na via pública,0
4556,Caminha,Crimes contra animais de companhia,0
4557,Viana do Castelo,Crimes contra animais de companhia,11
4558,Espinho,Crimes contra animais de companhia,6
4559,Trofa,Crimes contra animais de companhia,3
4560,Lousada,Crimes contra animais de companhia,0
4561,Paços de Ferreira,Crimes contra animais de companhia,12
4562,Resende,Crimes contra animais de companhia,0
4563,Douro,Crimes contra animais de companhia,34
4564,Mesão Frio,Crimes contra animais de companhia,0
4565,Moimenta da Beira,Crimes contra animais de companhia,4
4566,Penedono,Crimes contra animais de companhia,0
4567,Santa Marta de Penaguião,Crimes contra animais de companhia,0
4568,Vila Nova de Foz Côa,Crimes contra animais de companhia,0
4569,Vimioso,Crimes contra animais de companhia,3
4570,Peniche,Crimes contra animais de companhia,14
4571,Alpiarça,Crimes de homicídio voluntário consumado,0
4572,Mourão,Crimes de homicídio voluntário consumado,0
4573,Lagoa,Crimes de homicídio voluntário consumado,0
4574,Lagos,Crimes de homicídio voluntário consumado,0
4575,Portimão,Crimes de homicídio voluntário consumado,0
4576,Tavira,Crimes de homicídio voluntário consumado,0
4577,Vila Real de Santo António,Crimes de homicídio voluntário consumado,0
4578,Horta,Crimes de homicídio voluntário consumado,0
4579,Santa Cruz da Graciosa,Crimes de homicídio voluntário consumado,0
4581,Amares,Crimes contra a integridade física,109
4582,Barcelos,Crimes contra a integridade física,516
4583,Terras de Bouro,Crimes contra a integridade física,38
4584,Alcoutim,Roubo por esticão e na via pública,0
4585,Castro Marim,Roubo por esticão e na via pública,0
4586,Nordeste,Roubo por esticão e na via pública,0
4587,Santa Cruz das Flores,Roubo por esticão e na via pública,0
4588,Vila da Praia da Vitória,Roubo por esticão e na via pública,3
4589,Vila Franca do Campo,Roubo por esticão e na via pública,0
4591,Ponte da Barca,Furto de veículo e em veículo motorizado,18
4592,Vila Nova de Cerveira,Furto de veículo e em veículo motorizado,18
4593,Vieira do Minho,Furto de veículo e em veículo motorizado,5
4594,Porto,Furto de veículo e em veículo motorizado,2951
4595,Anadia,Crimes contra animais de companhia,8
4596,Vagos,Crimes contra animais de companhia,0
4597,Aguiar da Beira,Crimes contra animais de companhia,0
4598,Castro Daire,Crimes contra animais de companhia,0
4599,Nelas,Crimes contra animais de companhia,3
4600,Vila Nova de Paiva,Crimes contra animais de companhia,4
4601,Castelo Branco,Crimes contra animais de companhia,29
4602,Penamacor,Crimes contra animais de companhia,3
4603,Tomar,Crimes contra animais de companhia,5
4604,Vila de Rei,Crimes contra animais de companhia,0
4605,Fundão,Crimes contra animais de companhia,20
4606,Santa Maria da Feira,Crimes contra a integridade física,652
4607,Valongo,Crimes contra a integridade física,392
4608,Vila Nova de Gaia,Crimes contra a integridade física,1457
4609,Marco de Canaveses,Crimes contra a integridade física,233
4610,Carrazeda de Ansiães,Crimes contra a integridade física,30
4611,São João da Pesqueira,Crimes contra a integridade física,28
4612,Vila Nova de Foz Côa,Crimes contra a integridade física,52
4613,Alfândega da Fé,Crimes contra a integridade física,14
4614,Lourinhã,Crimes contra a integridade física,162
4615,Paços de Ferreira,Crimes contra a vida em sociedade,257
4616,Penafiel,Crimes contra a vida em sociedade,485
4617,Douro,Crimes contra a vida em sociedade,822
4618,Alijó,Crimes contra a vida em sociedade,38
4619,São João da Pesqueira,Crimes contra a vida em sociedade,11
4620,Terras de Trás-os-Montes,Crimes contra a vida em sociedade,582
4621,Vinhais,Crimes contra a vida em sociedade,40
4622,Nazaré,Crimes contra a vida em sociedade,64
4623,Sobral de Monte Agraço,Crimes contra a vida em sociedade,65
4625,Anadia,Crimes contra a vida em sociedade,187
4626,Vagos,Crimes contra a vida em sociedade,72
4627,Beira Baixa,Crimes contra a vida em sociedade,526
4628,Vila Velha de Ródão,Crimes contra a vida em sociedade,9
4629,Abrantes,Crimes contra a vida em sociedade,122
4635,Portimão,Crimes contra animais de companhia,18
4636,Vila Real de Santo António,Crimes contra animais de companhia,0
4637,Ponta Delgada,Crimes contra animais de companhia,30
4638,Santa Cruz da Graciosa,Crimes contra animais de companhia,0
4639,Vila da Praia da Vitória,Crimes contra animais de companhia,5
4640,Vila Franca do Campo,Crimes contra animais de companhia,0
4641,Câmara de Lobos,Crimes contra animais de companhia,7
4642,Santa Cruz,Crimes contra animais de companhia,0
4643,Valença,Crimes previstos em legislação avulsa,41
4644,Alvaiázere,Crimes contra a integridade física,20
4645,Nelas,Crimes contra a integridade física,76
4646,Oliveira de Frades,Crimes contra a integridade física,50
4647,Penalva do Castelo,Crimes contra a integridade física,42
4648,Entroncamento,Crimes contra a integridade física,105
4649,Sardoal,Crimes contra a integridade física,21
4650,Torres Novas,Crimes contra a integridade física,115
4651,Belmonte,Crimes contra a integridade física,39
4652,Manteigas,Crimes contra a integridade física,12
4653,Alcochete,Crimes contra a integridade física,84
4654,Lisboa,Crimes contra a integridade física,3683
4655,Montijo,Crimes contra a integridade física,336
4656,Castro Verde,Crimes contra a integridade física,36
4657,Santarém,Crimes contra a integridade física,319
4658,Avis,Crimes contra a integridade física,42
4659,Carregal do Sal,Furto de veículo e em veículo motorizado,7
4660,Mangualde,Furto de veículo e em veículo motorizado,27
4661,Médio Tejo,Furto de veículo e em veículo motorizado,0
4662,Abrantes,Furto de veículo e em veículo motorizado,32
4663,Ferreira do Zêzere,Furto de veículo e em veículo motorizado,3
4664,Sertã,Furto de veículo e em veículo motorizado,10
4665,Tomar,Furto de veículo e em veículo motorizado,63
4666,Vila Nova da Barquinha,Furto de veículo e em veículo motorizado,17
4667,Almada,Furto de veículo e em veículo motorizado,808
4668,Alentejo Litoral,Furto de veículo e em veículo motorizado,244
4669,Sines,Furto de veículo e em veículo motorizado,45
4670,Ferreira do Alentejo,Furto de veículo e em veículo motorizado,11
4671,Ourique,Furto de veículo e em veículo motorizado,5
4672,Lezíria do Tejo,Furto de veículo e em veículo motorizado,622
4673,Rio Maior,Furto de veículo e em veículo motorizado,74
4674,Avis,Furto de veículo e em veículo motorizado,7
4675,Ave,Crimes previstos em legislação avulsa,470
4676,Vieira do Minho,Crimes previstos em legislação avulsa,10
4677,Arouca,Crimes previstos em legislação avulsa,13
4678,Baião,Crimes previstos em legislação avulsa,10
4679,Castelo de Paiva,Crimes previstos em legislação avulsa,11
4680,Lousada,Crimes previstos em legislação avulsa,74
4681,Paços de Ferreira,Crimes previstos em legislação avulsa,132
4682,Moimenta da Beira,Crimes previstos em legislação avulsa,35
4683,Tarouca,Crimes previstos em legislação avulsa,12
4684,Vila Real,Crimes previstos em legislação avulsa,65
4685,Bragança,Crimes previstos em legislação avulsa,60
4686,Mirandela,Crimes previstos em legislação avulsa,80
4687,Vila Flor,Crimes previstos em legislação avulsa,12
4688,Vimioso,Crimes previstos em legislação avulsa,3
4689,Oeste,Crimes previstos em legislação avulsa,976
4690,Peniche,Crimes previstos em legislação avulsa,74
4691,Coimbra,Crimes previstos em legislação avulsa,298
4692,Góis,Crimes previstos em legislação avulsa,7
4693,Mira,Crimes previstos em legislação avulsa,9
4694,Elvas,Crimes contra a integridade física,153
4695,Marvão,Crimes contra a integridade física,16
4696,Ponte de Sor,Crimes contra a integridade física,121
4697,Portalegre,Crimes contra a integridade física,123
4698,Felgueiras,Violência doméstica contra cônjuge ou análogos,91
4699,Lousada,Violência doméstica contra cônjuge ou análogos,107
4700,Lamego,Crimes contra a integridade física,109
4701,Murça,Crimes contra a integridade física,24
4702,Torre de Moncorvo,Crimes contra a integridade física,42
4703,Vila Real,Crimes contra a integridade física,238
4704,Terras de Trás-os-Montes,Crimes contra a integridade física,482
4705,Vimioso,Crimes contra a integridade física,15
4706,Alcobaça,Crimes contra a integridade física,200
4707,Alenquer,Crimes contra a integridade física,226
4708,Caldas da Rainha,Crimes contra a integridade física,238
4709,Felgueiras,Crimes contra a vida em sociedade,305
4710,Resende,Crimes contra a vida em sociedade,80
4711,Armamar,Crimes contra a vida em sociedade,9
4712,Lamego,Crimes contra a vida em sociedade,67
4713,Vila Nova de Foz Côa,Crimes contra a vida em sociedade,34
4714,Vila Real,Crimes contra a vida em sociedade,275
4715,Alfândega da Fé,Crimes contra a vida em sociedade,27
4716,Vimioso,Crimes contra a vida em sociedade,22
4717,Lourinhã,Crimes contra a vida em sociedade,72
4718,Oliveira do Bairro,Crimes contra a vida em sociedade,226
4719,Figueira da Foz,Crimes contra a vida em sociedade,220
4720,Oliveira do Hospital,Crimes contra a vida em sociedade,103
4721,Ansião,Crimes contra a vida em sociedade,30
4722,Batalha,Crimes contra a vida em sociedade,83
4723,Mangualde,Crimes contra a vida em sociedade,109
4724,Vouzela,Crimes contra a vida em sociedade,23
4725,Oleiros,Crimes contra a vida em sociedade,25
4726,Proença-a-Nova,Crimes contra a vida em sociedade,49
4742,Sobral de Monte Agraço,Crimes contra a integridade física,70
4744,Anadia,Crimes contra a integridade física,117
4745,Aveiro,Crimes contra a integridade física,415
4746,Ílhavo,Crimes contra a integridade física,184
4747,Arganil,Crimes contra a integridade física,64
4748,Condeixa-a-Nova,Crimes contra a integridade física,46
4749,Mealhada,Crimes contra a integridade física,86
4750,Mira,Crimes contra a integridade física,71
4751,Soure,Crimes contra a integridade física,54
4753,Celorico de Basto,Furto de veículo e em veículo motorizado,11
4754,Felgueiras,Furto de veículo e em veículo motorizado,79
4755,Resende,Furto de veículo e em veículo motorizado,13
4756,Armamar,Furto de veículo e em veículo motorizado,8
4757,Penedono,Furto de veículo e em veículo motorizado,0
4758,Vinhais,Furto de veículo e em veículo motorizado,0
4759,Anadia,Furto de veículo e em veículo motorizado,55
4760,Cantanhede,Furto de veículo e em veículo motorizado,91
4761,Condeixa-a-Nova,Furto de veículo e em veículo motorizado,40
4762,Almodôvar,Crimes contra animais de companhia,9
4763,Castelo de Vide,Crimes contra animais de companhia,0
4764,Elvas,Crimes contra animais de companhia,14
4765,Alentejo Central,Crimes contra animais de companhia,50
4766,Mora,Crimes contra animais de companhia,0
4767,Algarve,Crimes contra animais de companhia,112
4768,Penafiel,Violência doméstica contra cônjuge ou análogos,134
4769,Carrazeda de Ansiães,Violência doméstica contra cônjuge ou análogos,14
4770,Moimenta da Beira,Violência doméstica contra cônjuge ou análogos,38
4771,Terras de Trás-os-Montes,Violência doméstica contra cônjuge ou análogos,190
4772,Murtosa,Violência doméstica contra cônjuge ou análogos,35
4773,Oliveira do Bairro,Violência doméstica contra cônjuge ou análogos,74
4774,Arganil,Violência doméstica contra cônjuge ou análogos,34
4775,Castro Daire,Violência doméstica contra cônjuge ou análogos,20
4776,São Pedro do Sul,Violência doméstica contra cônjuge ou análogos,40
4777,Sátão,Violência doméstica contra cônjuge ou análogos,24
4778,Estremoz,Condução sem habilitação legal,11
4779,Portel,Condução sem habilitação legal,10
4780,Viana do Alentejo,Condução sem habilitação legal,23
4781,Algarve,Condução sem habilitação legal,782
4782,Castro Marim,Condução sem habilitação legal,6
4783,Faro,Condução sem habilitação legal,113
4784,Angra do Heroísmo,Condução sem habilitação legal,29
4785,Madalena,Condução sem habilitação legal,5
4786,Ponta Delgada,Condução sem habilitação legal,78
4787,Vila da Praia da Vitória,Condução sem habilitação legal,49
4788,Câmara de Lobos,Condução sem habilitação legal,45
4789,Mação,Crimes contra a vida em sociedade,48
4790,Torres Novas,Crimes contra a vida em sociedade,186
4791,Fornos de Algodres,Crimes contra a vida em sociedade,20
4792,Viana do Alentejo,Crimes contra a integridade física,28
4793,Algarve,Crimes contra a integridade física,3637
4794,Loulé,Crimes contra a integridade física,674
4795,Olhão,Crimes contra a integridade física,335
4796,Horta,Crimes contra a integridade física,92
4797,Madalena,Crimes contra a integridade física,46
4798,Vila do Porto,Crimes contra a integridade física,35
4800,Ponte de Lima,Ofensa à integridade física voluntária simples,78
4801,Barcelos,Ofensa à integridade física voluntária simples,161
4802,Braga,Ofensa à integridade física voluntária simples,310
4803,Terras de Bouro,Ofensa à integridade física voluntária simples,14
4804,Mondim de Basto,Ofensa à integridade física voluntária simples,7
4806,Fronteira,Furto de veículo e em veículo motorizado,0
4807,Sousel,Furto de veículo e em veículo motorizado,4
4808,Alentejo Central,Furto de veículo e em veículo motorizado,207
4809,Viana do Alentejo,Furto de veículo e em veículo motorizado,7
4810,Faro,Furto de veículo e em veículo motorizado,223
4811,Lagoa,Furto de veículo e em veículo motorizado,109
4812,Angra do Heroísmo,Furto de veículo e em veículo motorizado,49
4813,Lagoa,Furto de veículo e em veículo motorizado,52
4814,Lajes do Pico,Furto de veículo e em veículo motorizado,0
4815,Santa Cruz das Flores,Furto de veículo e em veículo motorizado,0
4816,São Roque do Pico,Furto de veículo e em veículo motorizado,0
4818,Ponta do Sol,Furto de veículo e em veículo motorizado,5
4819,Porto Moniz,Furto de veículo e em veículo motorizado,0
4820,Santana,Furto de veículo e em veículo motorizado,6
4821,Caminha,Crimes contra a identidade cultural e integridade pessoal,0
4822,Ave,Crimes contra a identidade cultural e integridade pessoal,0
4823,Mértola,Crimes contra a vida em sociedade,38
4824,Lezíria do Tejo,Crimes contra a vida em sociedade,1275
4825,Fronteira,Crimes contra a vida em sociedade,7
4826,Sousel,Crimes contra a vida em sociedade,19
4827,Alandroal,Crimes contra a vida em sociedade,8
4828,Borba,Crimes contra a vida em sociedade,23
4829,Évora,Crimes contra a vida em sociedade,162
4839,Viseu,Violência doméstica contra cônjuge ou análogos,244
4840,Penamacor,Violência doméstica contra cônjuge ou análogos,7
4842,Arouca,Crimes contra a identidade cultural e integridade pessoal,0
4843,Espinho,Crimes contra a identidade cultural e integridade pessoal,0
4844,Leiria,Crimes previstos em legislação avulsa,266
4845,Pedrógão Grande,Crimes previstos em legislação avulsa,7
4846,Abrantes,Crimes previstos em legislação avulsa,46
4847,Alcanena,Crimes previstos em legislação avulsa,19
4848,Sardoal,Crimes previstos em legislação avulsa,5
4849,Almeida,Crimes previstos em legislação avulsa,21
4850,Fundão,Crimes previstos em legislação avulsa,56
4851,Gouveia,Crimes previstos em legislação avulsa,62
4852,Sabugal,Crimes previstos em legislação avulsa,16
4853,Seia,Crimes previstos em legislação avulsa,69
4855,Alcochete,Crimes previstos em legislação avulsa,73
4856,Setúbal,Crimes previstos em legislação avulsa,458
4857,Santiago do Cacém,Crimes previstos em legislação avulsa,82
4858,Aljustrel,Crimes previstos em legislação avulsa,17
4859,Moura,Crimes previstos em legislação avulsa,32
4860,Azambuja,Crimes previstos em legislação avulsa,135
4861,Benavente,Crimes previstos em legislação avulsa,93
4862,Golegã,Crimes previstos em legislação avulsa,9
4863,Santo Tirso,Ofensa à integridade física voluntária simples,101
4864,São João da Madeira,Ofensa à integridade física voluntária simples,51
4865,Trofa,Ofensa à integridade física voluntária simples,43
4866,Vila do Conde,Ofensa à integridade física voluntária simples,159
4867,Boticas,Ofensa à integridade física voluntária simples,5
4868,Celorico de Basto,Ofensa à integridade física voluntária simples,24
4869,Penafiel,Ofensa à integridade física voluntária simples,114
4870,Armamar,Ofensa à integridade física voluntária simples,6
4871,Murça,Ofensa à integridade física voluntária simples,11
4872,Mogadouro,Ofensa à integridade física voluntária simples,13
4873,Anadia,Ofensa à integridade física voluntária simples,40
4874,Oliveira do Bairro,Ofensa à integridade física voluntária simples,36
4875,Cantanhede,Ofensa à integridade física voluntária simples,65
4876,Entroncamento,Violência doméstica contra cônjuge ou análogos,48
4877,Belmonte,Violência doméstica contra cônjuge ou análogos,26
4878,Covilhã,Violência doméstica contra cônjuge ou análogos,179
4879,Figueira de Castelo Rodrigo,Violência doméstica contra cônjuge ou análogos,11
4880,Alvito,Violência doméstica contra cônjuge ou análogos,11
4881,Cuba,Violência doméstica contra cônjuge ou análogos,24
4882,Ferreira do Alentejo,Violência doméstica contra cônjuge ou análogos,58
4883,Almeirim,Violência doméstica contra cônjuge ou análogos,54
4884,Cartaxo,Violência doméstica contra cônjuge ou análogos,51
4885,Gavião,Violência doméstica contra cônjuge ou análogos,12
4886,Marvão,Violência doméstica contra cônjuge ou análogos,10
4887,Alentejo Central,Violência doméstica contra cônjuge ou análogos,411
4888,Estremoz,Violência doméstica contra cônjuge ou análogos,32
4889,Povoação,Crimes contra a vida em sociedade,16
4890,Ponta do Sol,Crimes contra a vida em sociedade,24
4891,São Vicente,Crimes contra a vida em sociedade,38
4892,Esposende,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",32
4893,Ave,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",572
4894,Vieira do Minho,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",15
4895,Santa Maria da Feira,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",562
4896,Vale de Cambra,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",93
4897,Amarante,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",81
4898,Marco de Canaveses,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",80
4899,Resende,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",52
4900,Coimbra,Ofensa à integridade física voluntária simples,307
4901,Condeixa-a-Nova,Ofensa à integridade física voluntária simples,21
4902,Montemor-o-Velho,Ofensa à integridade física voluntária simples,31
4903,Mortágua,Ofensa à integridade física voluntária simples,21
4904,Oliveira do Hospital,Ofensa à integridade física voluntária simples,14
4905,Soure,Ofensa à integridade física voluntária simples,14
4906,Carregal do Sal,Ofensa à integridade física voluntária simples,22
4907,Mangualde,Ofensa à integridade física voluntária simples,29
4908,Torres Vedras,Crimes contra a identidade cultural e integridade pessoal,3
4909,Anadia,Crimes contra a identidade cultural e integridade pessoal,0
4910,Estarreja,Crimes contra a identidade cultural e integridade pessoal,0
4911,Ílhavo,Crimes contra a identidade cultural e integridade pessoal,0
4912,Murtosa,Crimes contra a identidade cultural e integridade pessoal,0
4913,Ovar,Crimes contra a identidade cultural e integridade pessoal,0
4915,Oliveira do Hospital,Crimes contra a identidade cultural e integridade pessoal,0
4916,Pampilhosa da Serra,Crimes contra a identidade cultural e integridade pessoal,0
4917,Castanheira de Pêra,Crimes contra a identidade cultural e integridade pessoal,0
4918,Viseu Dão Lafões,Crimes contra a identidade cultural e integridade pessoal,7
4919,Santa Maria da Feira,Crimes contra a identidade cultural e integridade pessoal,0
4920,Trofa,Crimes contra a identidade cultural e integridade pessoal,0
4921,Vale de Cambra,Crimes contra a identidade cultural e integridade pessoal,0
4922,Alto Tâmega,Crimes contra a identidade cultural e integridade pessoal,0
4923,Amarante,Crimes contra a identidade cultural e integridade pessoal,0
4924,Santarém,Violência doméstica contra cônjuge ou análogos,127
4925,Arronches,Violência doméstica contra cônjuge ou análogos,9
4926,Campo Maior,Violência doméstica contra cônjuge ou análogos,43
4927,Fronteira,Violência doméstica contra cônjuge ou análogos,4
4928,Sousel,Violência doméstica contra cônjuge ou análogos,16
4929,Borba,Violência doméstica contra cônjuge ou análogos,17
4930,Vila Real de Santo António,Crimes contra a vida em sociedade,66
4932,Lagoa,Crimes contra a vida em sociedade,38
4933,Machico,Crimes contra a vida em sociedade,49
4934,Santana,Crimes contra a vida em sociedade,14
4936,Melgaço,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",11
4937,Arouca,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",48
4938,Montalegre,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",3
4939,Figueira da Foz,Ofensa à integridade física voluntária simples,100
4940,Pampilhosa da Serra,Ofensa à integridade física voluntária simples,5
4941,Ansião,Ofensa à integridade física voluntária simples,19
4942,Batalha,Ofensa à integridade física voluntária simples,27
4943,Figueiró dos Vinhos,Ofensa à integridade física voluntária simples,6
4944,Porto de Mós,Ofensa à integridade física voluntária simples,34
4945,Viseu Dão Lafões,Ofensa à integridade física voluntária simples,447
4946,Peniche,Crimes contra a identidade cultural e integridade pessoal,0
4947,Aveiro,Crimes contra a identidade cultural e integridade pessoal,5
4948,Sever do Vouga,Crimes contra a identidade cultural e integridade pessoal,0
4949,Penacova,Crimes contra a identidade cultural e integridade pessoal,0
4950,Paredes,Crimes contra a identidade cultural e integridade pessoal,0
4951,Chaves,Crimes contra a identidade cultural e integridade pessoal,0
